"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","hour","userNumber","original.inat.taxonID","id","species","root","user","xbin","ybin","geo_bin","user_obs","user_spp","user_visits","user_locations","obs_id"
-122.96258,38.197864,"mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2014,1,17,461,117767,491650,"Cervus elaphus","life",461,2,6,"2 6",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,671
-122.963585,38.200363,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus arboreus",2014,1,NA,2968,61010,491759,"Lupinus arboreus","life",2968,2,6,"2 6",0.0614525139664805,0.00558659217877095,0.340782122905028,0.388268156424581,672
-122.967655,38.201968,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2014,1,17,461,49699,492397,"Pisaster ochraceus","life",461,2,6,"2 6",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,673
-122.967641,38.201913,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2014,1,17,461,49699,492398,"Pisaster ochraceus","life",461,2,6,"2 6",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,674
-122.853756,38.019156,"bird","Animalia","Chordata","Aves","Passeriformes","Paradoxornithidae","Chamaea","Chamaea fasciata",2013,12,10,3130,15256,495210,"Chamaea fasciata","life",3130,3,3,"3 3",0.681564245810056,0.706703910614525,0.491620111731844,0.0446927374301676,675
-122.853692,38.019207,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2013,12,9,3130,9100,495211,"Melospiza melodia","life",3130,3,3,"3 3",0.681564245810056,0.706703910614525,0.491620111731844,0.0446927374301676,676
-122.856309,38.016892,"bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2013,12,8,3130,1409,495212,"Callipepla californica","life",3130,3,3,"3 3",0.681564245810056,0.706703910614525,0.491620111731844,0.0446927374301676,677
-122.854786,38.017956,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2013,12,8,3130,9176,495213,"Zonotrichia leucophrys","life",3130,3,3,"3 3",0.681564245810056,0.706703910614525,0.491620111731844,0.0446927374301676,678
-122.865921,38.020376,"bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius semipalmatus",2013,12,11,3130,4817,495214,"Charadrius semipalmatus","life",3130,3,3,"3 3",0.681564245810056,0.706703910614525,0.491620111731844,0.0446927374301676,679
-122.8564908379,38.0262353235,"bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius nivosus",2013,12,9,3130,144485,495215,"Charadrius nivosus","life",3130,3,3,"3 3",0.681564245810056,0.706703910614525,0.491620111731844,0.0446927374301676,680
-122.871909,38.032197,"bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus guttatus",2013,12,16,3130,12890,495217,"Catharus guttatus","life",3130,3,3,"3 3",0.681564245810056,0.706703910614525,0.491620111731844,0.0446927374301676,681
-122.870341,38.022033,"bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alba",2013,12,11,3130,3849,495218,"Calidris alba","life",3130,3,3,"3 3",0.681564245810056,0.706703910614525,0.491620111731844,0.0446927374301676,682
-122.957568,38.028204,"mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2014,1,12,461,41728,497554,"Mirounga angustirostris","life",461,2,3,"2 3",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,683
-122.956647,38.028492,"mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2014,1,12,461,41728,497555,"Mirounga angustirostris","life",461,2,3,"2 3",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,684
-122.93885,38.1229616667,"bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis nigricans",2014,1,8,3,17013,499285,"Sayornis nigricans","life",3,2,5,"2 5",0.986033519553073,0.972067039106145,0.977653631284916,0.977653631284916,685
-122.94545,38.11855,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,1,9,3,9100,499286,"Melospiza melodia","life",3,2,5,"2 5",0.986033519553073,0.972067039106145,0.977653631284916,0.977653631284916,686
-122.938485,38.12339,"bird","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana",2014,1,8,3,473,499287,"Fulica americana","life",3,2,5,"2 5",0.986033519553073,0.972067039106145,0.977653631284916,0.977653631284916,687
-122.93885,38.1229616667,"bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus","Podilymbus podiceps",2014,1,8,3,4246,499288,"Podilymbus podiceps","life",3,2,5,"2 5",0.986033519553073,0.972067039106145,0.977653631284916,0.977653631284916,688
-122.952445,38.1193716667,"bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Aechmophorus","Aechmophorus occidentalis",2014,1,9,3,4235,499289,"Aechmophorus occidentalis","life",3,2,5,"2 5",0.986033519553073,0.972067039106145,0.977653631284916,0.977653631284916,689
-122.9513483333,38.1192333333,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura","Oxyura jamaicensis",2014,1,9,3,7079,499291,"Oxyura jamaicensis","life",3,2,5,"2 5",0.986033519553073,0.972067039106145,0.977653631284916,0.977653631284916,690
-122.9491233333,38.1191433333,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola",2014,1,9,3,6993,499292,"Bucephala albeola","life",3,2,5,"2 5",0.986033519553073,0.972067039106145,0.977653631284916,0.977653631284916,691
-122.942405,38.1210233333,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2014,1,8,3,9176,499300,"Zonotrichia leucophrys","life",3,2,5,"2 5",0.986033519553073,0.972067039106145,0.977653631284916,0.977653631284916,692
-122.7967616667,38.0536888333,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2014,1,12,1198,5212,501948,"Buteo jamaicensis","life",1198,4,4,"4 4",0.983240223463687,0.983240223463687,0.966480446927374,0.960893854748603,693
-122.7995133333,38.0423888333,"mammal","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus griseus",2014,1,13,1198,46023,501949,"Sciurus griseus","life",1198,4,4,"4 4",0.983240223463687,0.983240223463687,0.966480446927374,0.960893854748603,694
-122.792221,38.041947,"bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma californica",2014,1,14,1198,506118,501950,"Aphelocoma californica","life",1198,4,4,"4 4",0.983240223463687,0.983240223463687,0.966480446927374,0.960893854748603,695
-122.7995133333,38.0423888333,"bird","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes formicivorus",2014,1,13,1198,18209,501960,"Melanerpes formicivorus","life",1198,4,4,"4 4",0.983240223463687,0.983240223463687,0.966480446927374,0.960893854748603,696
-122.807913,38.056293,"bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Ixoreus","Ixoreus naevius",2014,1,15,1198,145088,501961,"Ixoreus naevius","life",1198,4,4,"4 4",0.983240223463687,0.983240223463687,0.966480446927374,0.960893854748603,697
-122.802558,38.030941,"invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Misumena","Misumena vatia",2007,7,10,2885,55746,526002,"Misumena vatia","life",2885,4,3,"4 3",0.972067039106145,0.977653631284916,0.991620111731844,0.997206703910615,698
-122.797506,38.041523,"bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Ixoreus","Ixoreus naevius",2014,1,12,35,145088,526534,"Ixoreus naevius","life",35,4,4,"4 4",0.600558659217877,0.589385474860335,0.731843575418994,0.488826815642458,699
-122.875576,38.117087,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Notholithocarpus","Notholithocarpus densiflorus",2014,2,17,461,69823,528838,"Notholithocarpus densiflorus","life",461,3,5,"3 5",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,700
-122.878385,38.117902,"plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Polystichum","Polystichum munitum",2014,2,17,461,47751,528839,"Polystichum munitum","life",461,3,5,"3 5",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,701
-122.893042,38.114873,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula","Frangula californica",2014,2,16,461,53423,528840,"Frangula californica","life",461,3,5,"3 5",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,702
-122.893385,38.114886,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2014,2,16,461,53359,528841,"Baccharis pilularis","life",461,3,5,"3 5",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,703
-122.9751666667,38.2141666667,"mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2014,2,15,2885,117767,534712,"Cervus elaphus","life",2885,2,6,"2 6",0.972067039106145,0.977653631284916,0.991620111731844,0.997206703910615,704
-122.95859,38.190542,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Arctotheca","Arctotheca prostrata",2014,2,13,2885,75549,534713,"Arctotheca prostrata","life",2885,2,6,"2 6",0.972067039106145,0.977653631284916,0.991620111731844,0.997206703910615,705
-122.761692,37.998704,"invertebrate","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura","Ischnura cervula",2007,5,12,2885,62229,536180,"Ischnura cervula","life",2885,5,3,"5 3",0.972067039106145,0.977653631284916,0.991620111731844,0.997206703910615,706
-122.799876,38.038432,"invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus vosnesenskii",2007,7,NA,2885,57689,537363,"Bombus vosnesenskii","life",2885,4,4,"4 4",0.972067039106145,0.977653631284916,0.991620111731844,0.997206703910615,707
-122.799962,38.038029,"invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia satyrus",2007,7,NA,2885,56644,537364,"Polygonia satyrus","life",2885,4,4,"4 4",0.972067039106145,0.977653631284916,0.991620111731844,0.997206703910615,708
-122.764898,37.999442,"invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa atalanta",2014,1,12,2885,49133,539183,"Vanessa atalanta","life",2885,5,3,"5 3",0.972067039106145,0.977653631284916,0.991620111731844,0.997206703910615,709
-122.939385,38.122427,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2014,3,12,3395,9176,550504,"Zonotrichia leucophrys","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,710
-122.943174,38.120152,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2014,3,13,3395,9176,550507,"Zonotrichia leucophrys","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,711
-122.943991,38.118884,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia","Claytonia sibirica",2014,3,13,3395,55767,550508,"Claytonia sibirica","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,712
-122.94547,38.118642,"mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2014,3,13,3395,42221,550509,"Odocoileus hemionus","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,713
-122.945919,38.118631,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2014,3,13,3395,9176,550511,"Zonotrichia leucophrys","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,714
-122.949321,38.119183,"bird","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana",2014,3,13,3395,473,550512,"Fulica americana","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,715
-122.9492,38.119152,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Oemleria","Oemleria cerasiformis",2014,3,13,3395,53419,550513,"Oemleria cerasiformis","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,716
-122.949699,38.119066,"plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Polystichum","Polystichum munitum",2014,3,13,3395,47751,550514,"Polystichum munitum","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,717
-122.950823,38.119333,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","Fragaria vesca",2014,3,13,3395,50298,550516,"Fragaria vesca","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,718
-122.949959,38.119252,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris douglasiana",2014,3,13,3395,50854,550517,"Iris douglasiana","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,719
-122.950914,38.119253,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia douglasiana",2014,3,13,3395,52854,550518,"Artemisia douglasiana","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,720
-122.950886,38.119226,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus californicus",2014,3,13,3395,52173,550519,"Ranunculus californicus","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,721
-122.951604,38.119337,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia pycnocephala",2014,3,13,3395,60952,550521,"Artemisia pycnocephala","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,722
-122.952101,38.119633,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex crassus",2014,3,13,3395,61087,550523,"Rumex crassus","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,723
-122.951189,38.119426,"bird","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus erythrorhynchos",2014,3,14,3395,4334,550525,"Pelecanus erythrorhynchos","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,724
-122.943726,38.11896,"bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",2014,3,14,3395,8010,550527,"Corvus corax","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,725
-122.943718,38.119002,"invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coccinella","Coccinella septempunctata",2014,3,14,3395,51702,550528,"Coccinella septempunctata","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,726
-122.951376,38.119339,"invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Platyprepia","Platyprepia virginalis",2014,3,14,3395,84438,550529,"Platyprepia virginalis","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,727
-122.942698,38.120773,"plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea malviflora",2014,3,14,3395,48795,550530,"Sidalcea malviflora","life",3395,2,5,"2 5",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,728
-122.964965,38.039457,"mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2014,3,15,3395,117767,550531,"Cervus elaphus","life",3395,2,4,"2 4",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,729
-122.964948,38.039507,"bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2014,3,15,3395,4756,550532,"Cathartes aura","life",3395,2,4,"2 4",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,730
-122.961996,38.026995,"mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2014,3,15,3395,41728,550533,"Mirounga angustirostris","life",3395,2,3,"2 3",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,731
-122.960491,38.027631,"plants","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Macrocystis","Macrocystis pyrifera",2014,3,15,3395,124748,550534,"Macrocystis pyrifera","life",3395,2,3,"2 3",0.874301675977654,0.874301675977654,0.220670391061452,0.743016759776536,732
-122.914953,38.079082,"mammal","Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Mephitis","Mephitis mephitis",2011,3,NA,3618,41880,553930,"Mephitis mephitis","life",3618,3,4,"3 4",0.544692737430168,0.516759776536313,0.832402234636871,0.812849162011173,733
-122.967655,38.201968,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2014,1,NA,461,49699,555258,"Pisaster ochraceus","life",461,2,6,"2 6",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,734
-122.7368247804,37.97907238,"plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Thymelaeaceae","Dirca","Dirca occidentalis",2014,3,14,3645,50315,555596,"Dirca occidentalis","life",3645,5,3,"5 3",0.108938547486034,0.279329608938547,0.223463687150838,0.181564245810056,735
-122.890663,38.128237,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2013,4,NA,3618,47850,556380,"Quercus agrifolia","life",3618,3,5,"3 5",0.544692737430168,0.516759776536313,0.832402234636871,0.812849162011173,736
-122.941972,38.036648,"plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea malviflora",2014,3,15,461,48795,558618,"Sidalcea malviflora","life",461,2,3,"2 3",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,737
-122.94321,38.036604,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris douglasiana",2014,3,16,461,50854,558619,"Iris douglasiana","life",461,2,3,"2 3",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,738
-122.942507,38.036731,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Fritillaria","Fritillaria affinis",2014,3,16,461,60949,558620,"Fritillaria affinis","life",461,2,3,"2 3",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,739
-122.942295,38.036733,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Fritillaria","Fritillaria affinis",2014,3,16,461,60949,558621,"Fritillaria affinis","life",461,2,3,"2 3",0.952513966480447,0.941340782122905,0.983240223463687,0.952513966480447,740
-122.861209,38.018911,"invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Epialtidae","Pugettia","Pugettia producta",2014,3,14,3658,49723,561413,"Pugettia producta","life",3658,3,3,"3 3",0.122905027932961,0.0418994413407821,0.23463687150838,0.120111731843575,741
-122.961066,38.198809,"mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2013,4,NA,3618,117767,564476,"Cervus elaphus","life",3618,2,6,"2 6",0.544692737430168,0.516759776536313,0.832402234636871,0.812849162011173,742
-122.982112,37.99705,"mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2014,3,11,2621,41728,565100,"Mirounga angustirostris","life",2621,2,3,"2 3",0.905027932960894,0.891061452513967,0.949720670391061,0.91340782122905,743
-122.981472,37.998679,"bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2012,12,NA,3618,4756,568375,"Cathartes aura","life",3618,2,3,"2 3",0.544692737430168,0.516759776536313,0.832402234636871,0.812849162011173,744
-122.8516666667,38.0763333333,"plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Violaceae","Viola","Viola sempervirens",2014,3,16,826,55342,577050,"Viola sempervirens","life",826,4,4,"4 4",0.927374301675978,0.932960893854749,0.932960893854749,0.891061452513967,745
-122.877,38.0898333333,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus variicolor",2014,3,17,826,61018,577054,"Lupinus variicolor","life",826,3,4,"3 4",0.927374301675978,0.932960893854749,0.932960893854749,0.891061452513967,746
-122.868,38.0805,"fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Coprinus","Coprinus comatus",2014,3,16,826,47392,577055,"Coprinus comatus","life",826,3,4,"3 4",0.927374301675978,0.932960893854749,0.932960893854749,0.891061452513967,747
-122.8768333333,38.0898333333,"plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Sanicula arctopoides",2014,3,17,826,55466,577056,"Sanicula arctopoides","life",826,3,4,"3 4",0.927374301675978,0.932960893854749,0.932960893854749,0.891061452513967,748
-122.8498333333,38.0633333333,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium bellum",2014,3,15,826,49918,577058,"Sisyrinchium bellum","life",826,4,4,"4 4",0.927374301675978,0.932960893854749,0.932960893854749,0.891061452513967,749
-122.974892,38.220731,"invertebrate","Animalia","Arthropoda","Insecta","Diptera","Scathophagidae","Scathophaga","Scathophaga stercoraria",2014,3,14,3243,132718,577109,"Scathophaga stercoraria","life",3243,2,6,"2 6",0.980446927374302,0.986033519553073,0.997206703910615,0.980446927374302,750
-122.9946666667,38.2406666667,"bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Arenaria melanocephala",2014,3,12,3243,3941,577110,"Arenaria melanocephala","life",3243,1,6,"1 6",0.980446927374302,0.986033519553073,0.997206703910615,0.980446927374302,751
-122.9775,38.2225,"mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2014,3,14,3243,117767,577111,"Cervus elaphus","life",3243,2,6,"2 6",0.980446927374302,0.986033519553073,0.997206703910615,0.980446927374302,752
-122.963219,38.204959,"mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans",2014,3,11,3243,42051,577112,"Canis latrans","life",3243,2,6,"2 6",0.980446927374302,0.986033519553073,0.997206703910615,0.980446927374302,753
-122.9946666667,38.2406666667,"bird","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax penicillatus",2014,3,12,3243,4277,577113,"Phalacrocorax penicillatus","life",3243,1,6,"1 6",0.980446927374302,0.986033519553073,0.997206703910615,0.980446927374302,754
-122.850022,38.071866,"fungi","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomellus","Xerocomellus chrysenteron",2014,3,NA,826,438013,577325,"Xerocomellus chrysenteron","life",826,4,4,"4 4",0.927374301675978,0.932960893854749,0.932960893854749,0.891061452513967,755
-122.848241,38.061838,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sparaxis","Sparaxis tricolor",2014,3,NA,826,50843,577364,"Sparaxis tricolor","life",826,4,4,"4 4",0.927374301675978,0.932960893854749,0.932960893854749,0.891061452513967,756
-122.8613333333,38.0185,"invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Thinopinus","Thinopinus pictus",2014,3,17,2885,302724,578132,"Thinopinus pictus","life",2885,3,3,"3 3",0.972067039106145,0.977653631284916,0.991620111731844,0.997206703910615,757
-122.74706,37.934088,"bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2014,3,15,381,4756,578520,"Cathartes aura","life",381,5,2,"5 2",0.865921787709497,0.877094972067039,0.706703910614525,0.837988826815642,758
-122.758484,37.937306,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2014,3,15,381,5212,578528,"Buteo jamaicensis","life",381,5,2,"5 2",0.865921787709497,0.877094972067039,0.706703910614525,0.837988826815642,759
-122.757656,37.997758,"bird","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Selasphorus","Selasphorus sasin",2014,3,NA,3704,6359,579682,"Selasphorus sasin","life",3704,5,3,"5 3",0.0195530726256983,0.212290502793296,0.0167597765363128,0.223463687150838,760
-122.910209,38.147279,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dorididae","Doris","Doris montereyensis",2014,3,NA,3747,47469,580039,"Doris montereyensis","life",3747,3,5,"3 5",0.131284916201117,0.0810055865921788,0.522346368715084,0.189944134078212,761
-122.862661,38.043778,"plant","Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Apocynaceae","Vinca","Vinca major",2014,3,13,1,53326,586240,"Vinca major","life",1,3,4,"3 4",0.977653631284916,0.980446927374302,0.986033519553073,0.983240223463687,762
-122.857075,38.041048,"plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum","Heracleum maximum",2014,3,14,1,53094,586241,"Heracleum maximum","life",1,3,4,"3 4",0.977653631284916,0.980446927374302,0.986033519553073,0.983240223463687,763
-122.857061,38.041195,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus spectabilis",2014,3,14,1,47543,586242,"Rubus spectabilis","life",1,3,4,"3 4",0.977653631284916,0.980446927374302,0.986033519553073,0.983240223463687,764
-122.857074,38.041341,"plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes sanguineum",2014,3,13,1,53435,586243,"Ribes sanguineum","life",1,3,4,"3 4",0.977653631284916,0.980446927374302,0.986033519553073,0.983240223463687,765
-122.856027,38.025226,"plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Lonicera involucrata",2014,3,14,1,60881,586244,"Lonicera involucrata","life",1,3,3,"3 3",0.977653631284916,0.980446927374302,0.986033519553073,0.983240223463687,766
-122.855807,38.026938,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","Cerastium arvense",2014,3,14,1,50851,586246,"Cerastium arvense","life",1,3,3,"3 3",0.977653631284916,0.980446927374302,0.986033519553073,0.983240223463687,767
-122.864313,38.032408,"plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa",2014,3,16,1,57824,586250,"Sambucus racemosa","life",1,3,3,"3 3",0.977653631284916,0.980446927374302,0.986033519553073,0.983240223463687,768
-122.871712,38.033802,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus tolmiei",2014,3,16,1,50840,586251,"Calochortus tolmiei","life",1,3,3,"3 3",0.977653631284916,0.980446927374302,0.986033519553073,0.983240223463687,769
