"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","userNumber","original.inat.taxonID"
-122.814887,38.067879,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Lepidium","Lepidium latifolium",2014,3,3895,60153
-122.8146040813,38.0679817591,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Foeniculum","Foeniculum vulgare",2014,3,3895,53052
-122.814096138,38.0680143647,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2014,3,3895,53359
-122.812022,38.068219,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus armeniacus",2014,3,3895,61317
-122.6003633333,37.8738283333,"Invertebrate","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Tegula","Tegula funebralis",2014,3,3892,460365
-122.568047,37.887108,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus parviflorus",2014,3,3200,51646
-122.568369,37.892846,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Genista","Genista monspessulana",2014,3,3200,53403
-122.558241,37.886479,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Silybum","Silybum marianum",2014,3,3200,52586
-122.571727,37.883928,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Volvopluteus","Volvopluteus gloiocephalus",2014,3,3200,348720
-122.555494,37.884175,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Alliaceae","Allium","Allium triquetrum",2014,3,3200,55505
-122.575493,37.859919,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah fabacea",2014,3,3200,205330
-122.576011,37.859648,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus albifrons",2014,3,3200,51691
-122.575538,37.860067,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia","Eschscholzia californica",2014,3,3200,48225
-122.57595,37.859745,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Helminthotheca","Helminthotheca echioides",2014,3,3200,61906
-122.576371,37.859475,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","Fragaria chiloensis",2014,3,3200,55367
-122.578019,37.85982,"Plant","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus papillatus",2014,3,3200,117807
-122.4660716667,37.8063466667,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Hermissenda","Hermissenda opalescens",2014,3,24,494603
-122.4660633333,37.8063383333,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula","Diaulula sandiegensis",2014,3,24,508884
-122.4660716667,37.80638,"Invertebrate","Animalia","Sipuncula","Phascolosomatidea","Phascolosomatiformes","Phascolosomatidae","Phascolosoma","Phascolosoma agassizii",2014,3,24,69873
-122.466055,37.8063583333,"Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Cionidae","Ciona","Ciona savignyi",2014,3,24,81614
-122.4661416667,37.8062883333,"Invertebrate","Animalia","Chordata","Ascidiacea","Phlebobranchia","Corellidae","Corella","Corella inflata",2014,3,24,347987
-122.4660716667,37.806295,"Invertebrate","Animalia","Chordata","Ascidiacea","Pleurogona","Styelidae","Styela","Styela clava",2014,3,24,81615
-122.465995,37.80633,"Invertebrate","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Modiolus","Modiolus rectus",2014,3,24,196218
-122.4637133333,37.8052366667,"Invertebrate","Animalia","Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea","Ostrea lurida",2014,3,24,69182
-122.46605,37.80633,"Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella","Caprella mutica",2014,3,24,64634
-122.4658283333,37.8063133333,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dendronotidae","Dendronotus","Dendronotus venustus",2014,3,24,129995
-122.4660633333,37.8063783333,"Invertebrate","Animalia","Mollusca","Bivalvia","Myoida","Hiatellidae","Hiatella","Hiatella arctica",2014,3,24,117617
-122.46605,37.8063366667,"Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Holozoidae","Distaplia","Distaplia occidentalis",2014,3,24,347339
-122.4660416667,37.8063783333,"Invertebrate","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Watersiporidae","Watersipora","Watersipora subtorquata",2014,3,24,124514
-122.4660416667,37.8063616667,"Invertebrate","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugula","Bugula pacifica",2014,3,24,347283
-122.4661033333,37.80642,"Invertebrate","Animalia","Chordata","Ascidiacea","Pleurogona","Styelidae","Botrylloides","Botrylloides diegensis",2014,3,24,344286
-122.46605,37.8063716667,"Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Metridiidae","Metridium","Metridium senile",2014,3,24,49071
-122.466055,37.80633,"Invertebrate","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Schizobranchia","Schizobranchia insignis",2014,3,24,339561
-122.4660716667,37.8063716667,"Invertebrate","Animalia","Chordata","Ascidiacea","Pleurogona","Styelidae","Botrylloides","Botrylloides violaceus",2014,3,24,81776
-122.466055,37.80633,"Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Polyclinidae","Aplidium","Aplidium californicum",2014,3,24,131232
-122.4660416667,37.8062883333,"Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Didemnidae","Didemnum","Didemnum vexillum",2014,3,24,126506
-122.4659283333,37.8062333333,"Invertebrate","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Polyorchidae","Polyorchis","Polyorchis penicillatus",2014,3,24,51640
-122.49985286,37.82778584,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron glaucus",2014,3,3542,50878
-122.500026,37.827575,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus aurantiacus",2014,3,3542,48858
-122.49878493,37.82862545,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ursinus",2014,3,3542,53445
-122.490585,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus brachyrhynchos",2014,3,1530,8021
-122.490585,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus tristis",2014,3,1530,145310
-122.490585,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",2014,3,1530,12727
-122.490585,37.619059,"Bird","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Calypte","Calypte anna",2014,3,1530,6317
-122.490585,37.619059,"Bird","Animalia","Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas fasciata",2014,3,1530,3108
-122.490585,37.619059,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Oxalis pes-caprae",2014,3,1530,53169
-122.490585,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","Thryomanes bewickii",2014,3,1530,7576
-122.490585,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis nigricans",2014,3,1530,17013
-122.490585,37.619059,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Helminthotheca","Helminthotheca echioides",2014,3,1530,61906
-122.6011916389,37.8745583333,"Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2014,3,58,49699
-122.6011916389,37.8745583333,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Phidiana","Phidiana hiltoni",2014,3,58,48724
-122.601375,37.8745833333,"Invertebrate","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Watersiporidae","Watersipora","Watersipora subtorquata",2014,3,58,124514
-122.490585,37.619059,"Mammal","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus bachmani",2014,3,1530,43112
-122.4543023,37.8085777,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Prunella","Prunella vulgaris",2014,3,3899,52764
-122.490585,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Aegithalidae","Psaltriparus","Psaltriparus minimus",2014,3,1530,7266
-122.6012833056,37.8743333333,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Cadlinidae","Cadlina","Cadlina modesta",2014,3,58,47400
-122.6012833056,37.8743333333,"Invertebrate","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Schizobranchia","Schizobranchia insignis",2014,3,58,339561
-122.6012833056,37.8743333333,"Invertebrate","Animalia","Arthropoda","","Sessilia","Tetraclitidae","Tetraclita","Tetraclita rubescens",2014,3,58,121682
-122.488085,37.618838,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia californica",2014,3,1530,53357
-122.6012833056,37.8743333333,"Plant","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Neorhodomela","Neorhodomela larix",2014,3,58,67413
-122.6012833056,37.8743333333,"Plant","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus jardinii",2014,3,58,123518
-122.6012833056,37.8743333333,"Microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Egregia","Egregia menziesii",2014,3,58,67419
-122.6012833056,37.8743333333,"Microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Alaria","Alaria marginata",2014,3,58,124814
-122.488085,37.618838,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia","Eschscholzia californica",2014,3,1530,48225
-122.6012833056,37.8743333333,"Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Zosteraceae","Phyllospadix","Phyllospadix scouleri",2014,3,58,78561
-122.488085,37.618838,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Melozone crissalis",2014,3,1530,73044
-122.488085,37.618838,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Malva","Malva parviflora",2014,3,1530,58202
-122.488085,37.618838,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",2014,3,1530,8010
-122.488085,37.618838,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,3,1530,10094
-122.601425,37.8743833056,"Plant","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Endocladiaceae","Endocladia","Endocladia muricata",2014,3,58,117781
-122.488085,37.618838,"Mammal","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotoma","Neotoma fuscipes",2014,3,1530,44749
-122.601425,37.8743833056,"Plant","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus papillatus",2014,3,58,117807
-122.488085,37.618838,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Foeniculum","Foeniculum vulgare",2014,3,1530,53052
-122.532324,37.830734,"Fish","Animalia","Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus",2014,3,3900,48403
-122.495348,37.619806,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2014,3,3558,28398
-122.488085,37.618838,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","Geranium molle",2014,3,1530,53076
-122.601425,37.8743833056,"Microbe","Chromista","Ochrophyta","Phaeophyceae","Fucales","Fucaceae","Fucus","Fucus distichus",2014,3,58,69155
-122.601425,37.8743833056,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Polyceratidae","Triopha","Triopha maculata",2014,3,58,47110
-122.601395,37.874359,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Cadlinidae","Cadlina","Cadlina modesta",2014,3,58,47400
-122.6013694167,37.8743583333,"Invertebrate","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Tegula","Tegula funebralis",2014,3,58,460365
-122.6015249722,37.8742666389,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Romaleon","Romaleon antennarium",2014,3,58,202315
-122.599775,37.8756777778,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dorididae","Doris","Doris montereyensis",2014,3,58,47469
-122.6012055556,37.8744749722,"Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Clavelinidae","Clavelina","Clavelina huntsmani",2014,3,58,51984
-122.601363,37.874153,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Rostangidae","Rostanga","Rostanga pulchra",2014,3,58,47473
-122.6011055278,37.8743583333,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Romaleon","Romaleon antennarium",2014,3,58,202315
-122.6011055278,37.8743583333,"Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Lepidochitonidae","Nuttallina","Nuttallina californica",2014,3,58,63048
-122.6013138611,37.8742444167,"Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Mopaliidae","Mopalia","Mopalia muscosa",2014,3,58,117633
-122.29034,37.44831,"Herp","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",2014,3,3901,27459
-122.488536,37.619059,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Schoenoplectus","Schoenoplectus californicus",2014,3,1530,47159
-122.488536,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerella","Passerella iliaca",2014,3,1530,9156
-122.6013138611,37.8742444167,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula","Diaulula sandiegensis",2014,3,58,508884
-122.6013166389,37.8734694167,"Invertebrate","Animalia","Arthropoda","","Sessilia","Archaeobalanidae","Semibalanus","Semibalanus cariosus",2014,3,58,47658
-122.6013166389,37.8734694167,"Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Tonicella","Tonicella lineata",2014,3,58,47425
-122.488536,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia atricapilla",2014,3,1530,9185
-122.5633104393,37.8589015616,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium andrewsii",2014,3,3875,55294
-122.477165,37.808349,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Nassella","Nassella pulchra",2014,3,3875,165659
-122.477499,37.808544,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Sanicula arctopoides",2014,3,3875,55466
-122.813542,38.069161,"Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Juncaginaceae","Triglochin","Triglochin maritima",2014,3,1194,60264
-122.6013166389,37.8734694167,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Grapsidae","Pachygrapsus","Pachygrapsus crassipes",2014,3,58,47188
-122.600875,37.8741305278,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Flabellinidae","Flabellina","Flabellina trilineata",2014,3,58,47430
-122.60135275,37.8746222222,"Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia","Lottia gigantea",2014,3,58,53750
-122.488536,37.619059,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Fumaria","Fumaria parviflora",2014,3,1530,67716
-122.488536,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Oreothlypis","Oreothlypis celata",2014,3,1530,145218
-122.582622,37.876418,"Bird","Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Meleagris gallopavo",2014,3,3200,906
-122.488536,37.619059,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2014,3,1530,5212
-122.488536,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","Regulus calendula",2014,3,1530,117095
-122.488536,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,3,1530,9100
-122.488536,37.619059,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus","Dipsacus sativus",2014,3,1530,53028
-122.488536,37.619059,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Alliaceae","Allium","Allium triquetrum",2014,3,1530,55505
-122.488536,37.619059,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum","Heracleum maximum",2014,3,1530,53094
-122.488536,37.619059,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Blechnaceae","Woodwardia","Woodwardia fimbriata",2014,3,1530,52685
-122.29203,37.45062,"Herp","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",2014,3,3901,27459
-122.488536,37.619059,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2014,3,1530,9176
-122.488536,37.619059,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus","Raphanus sativus",2014,3,1530,55410
-122.6012083333,37.8743666667,"Invertebrate","Animalia","Arthropoda","","Sessilia","Balanidae","Balanus","Balanus glandula",2014,3,72,81610
-122.6013805556,37.8740444444,"Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Clavelinidae","Clavelina","Clavelina huntsmani",2014,3,72,51984
-122.6013805556,37.8740444444,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dotidae","Doto","Doto kya",2014,3,72,47775
-122.6013805556,37.8740444444,"Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Clavelinidae","Clavelina","Clavelina huntsmani",2014,3,72,51984
-122.6013805556,37.8740444444,"Microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria setchellii",2014,3,72,81896
-122.6013805556,37.8740444444,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Grapsidae","Pachygrapsus","Pachygrapsus crassipes",2014,3,72,47188
-122.6013805556,37.8740444444,"Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Lepidochitonidae","Nuttallina","Nuttallina californica",2014,3,72,63048
-122.6012111111,37.8741361111,"Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia","Lottia gigantea",2014,3,72,53750
-122.29294,37.45157,"Herp","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",2014,3,3901,27459
-122.6011416667,37.8741694444,"Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia","Lottia digitalis",2014,3,72,64287
-122.6011027778,37.8740722222,"Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2014,3,72,49699
-122.6011027778,37.8740722222,"Invertebrate","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Amphiuridae","Amphipholis","Amphipholis squamata",2014,3,72,56690
-122.6011027778,37.8740722222,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula","Diaulula sandiegensis",2014,3,72,508884
-122.6011027778,37.8740722222,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dendrodorididae","Doriopsilla","Doriopsilla albopunctata",2014,3,72,47768
-122.6011027778,37.8740722222,"Invertebrate","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Watersiporidae","Watersipora","Watersipora subtorquata",2014,3,72,124514
-122.6009888889,37.8742361111,"Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2014,3,72,49699
-122.6009888889,37.8742361111,"Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","Anthopleura xanthogrammica",2014,3,72,51659
-122.6009888889,37.8742361111,"Invertebrate","Animalia","Annelida","Polychaeta","Sabellida","Sabellariidae","Phragmatopoma","Phragmatopoma californica",2014,3,72,59635
-122.6009888889,37.8742361111,"Microbe","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Stephanocystis","Stephanocystis osmundacea",2014,3,72,126126
-122.6009888889,37.8742361111,"Plant","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Endocladiaceae","Endocladia","Endocladia muricata",2014,3,72,117781
-122.6009888889,37.8742361111,"Invertebrate","Animalia","Arthropoda","","Sessilia","Tetraclitidae","Tetraclita","Tetraclita rubescens",2014,3,72,121682
-122.6009888889,37.8742361111,"Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Amphissa","Amphissa versicolor",2014,3,72,129932
-122.6009888889,37.8742361111,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Hermissenda","Hermissenda crassicornis",2014,3,72,47209
-122.6009888889,37.8742361111,"Invertebrate","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugula","Bugula californica",2014,3,72,196131
-122.6009888889,37.8742361111,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Aeolidiidae","Aeolidia","Aeolidia papillosa",2014,3,72,47463
-122.6009888889,37.8742361111,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dironidae","Dirona","Dirona picta",2014,3,72,48978
-122.6010805556,37.8739166667,"Invertebrate","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus","Mytilus californianus",2014,3,72,62806
-122.6010805556,37.8739166667,"Invertebrate","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Tegula","Tegula funebralis",2014,3,72,460365
-122.6010805556,37.8739166667,"Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","Anthopleura artemisia",2014,3,72,51658
-122.6009416667,37.8741166667,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Phidiana","Phidiana hiltoni",2014,3,72,48724
-122.6009416667,37.8741166667,"Invertebrate","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Watersiporidae","Watersipora","Watersipora subtorquata",2014,3,72,124514
-122.6009416667,37.8741166667,"Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","Anthopleura artemisia",2014,3,72,51658
-122.6001388889,37.87385,"Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2014,3,72,49699
-122.6015305556,37.87452775,"Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","Anthopleura artemisia",2014,3,58,51658
-122.600884,37.873928,"Plant","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Bossiella","Bossiella dichotoma",2014,3,58,345275
-122.6013944444,37.8744249722,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus hirsutiusculus",2014,3,58,63219
-122.538767,37.850614,"Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha granulosa",2014,3,3857,27826
-122.6018333055,37.8748666389,"Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2014,3,58,49699
-122.6018333056,37.8748666389,"Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","Anthopleura xanthogrammica",2014,3,58,51659
-122.6018333056,37.8748666389,"Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Polyclinidae","Aplidium","Aplidium stellatum",2014,3,58,56051
-122.29713,37.45137,"Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha torosa",2014,3,3901,27818
-122.540585,37.832628,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum","Heracleum maximum",2014,3,3902,53094
-122.541047,37.832193,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Sanicula arctopoides",2014,3,3902,55466
-122.544319,37.8357,"Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Niebla","Niebla homalea",2014,3,3902,147221
-122.290315,37.449146,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cynoglossum","Cynoglossum grande",2014,3,62,49142
-122.29062,37.448664,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Arbutus menziesii",2014,3,62,51046
-122.288686,37.447698,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Heteromeles","Heteromeles arbutifolia",2014,3,62,53405
-122.288686,37.447698,"Plant","Plantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pseudotsuga","Pseudotsuga menziesii",2014,3,62,48256
-122.302376,37.450617,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Violaceae","Viola","Viola ocellata",2014,3,62,61782
-122.304136,37.450379,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum","Maianthemum stellatum",2014,3,62,53268
-122.302848,37.448675,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Violaceae","Viola","Viola sempervirens",2014,3,62,55342
-122.288686,37.447698,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","Fragaria vesca",2014,3,62,50298
-122.303621,37.449629,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Oxalis oregana",2014,3,62,47757
-122.30508,37.448402,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Anemone","Anemone grayi",2014,3,62,75441
-122.304693,37.448471,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2014,3,62,48990
-122.288686,37.447698,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Toxicoscordion","Toxicoscordion fremontii",2014,3,62,49649
-122.290403,37.44897,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Pedicularis","Pedicularis densiflora",2014,3,62,49645
-122.288471,37.447187,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus bicolor",2014,3,62,50614
-122.29048,37.448427,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha","Coenonympha tullia",2014,3,62,235341
-122.289536,37.448223,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Taraxia","Taraxia ovata",2014,3,62,68182
-122.297615,37.453401,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Primulaceae","Primula","Primula hendersonii",2014,3,62,487175
