"decimalLongitude","decimalLatitude","coordinateUncertaintyInMeters","kingdom","phylum","class","order","family","genus","year","month","speciesFixed","category"
-122.940666,38.122231,417,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2014,5,"Lupinus polyphyllus","Plant"
-122.943498,38.120543,513,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla",2014,5,"Potentilla anserina","Plant"
-122.943498,38.120543,513,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2014,5,"Claytonia sibirica","Plant"
-122.943498,38.120543,513,"Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea",2014,5,"Sidalcea malviflora","Plant"
-122.943498,38.120543,513,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2014,5,"Rubus spectabilis","Plant"
-122.943498,38.120543,513,"Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus",2014,5,"Sylvilagus bachmani","Mammal"
-122.943498,38.120543,513,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Scrophularia",2014,5,"Scrophularia californica","Plant"
-122.943498,38.120543,513,"Animalia","Chordata","Aves","Passeriformes","Paradoxornithidae","Chamaea",2014,5,"Chamaea fasciata","Bird"
-122.943498,38.120543,513,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2014,5,"Mimulus guttatus","Plant"
-122.943498,38.120543,513,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia",2014,5,"Abronia latifolia","Plant"
-122.943498,38.120543,513,"Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Camissoniopsis",2014,5,"Camissoniopsis cheiranthifolia","Plant"
-122.976708,37.994661,311,"Plantae","Magnoliophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium",2014,4,"Erodium botrys","Plant"
-122.7998333333,38.0425,NA,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus",2014,5,"Sciurus griseus","Mammal"
-122.945521,38.034206,17,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Prunella",2014,5,"Prunella vulgaris","Plant"
-122.9778137207,37.9944038391,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",2014,5,"Trifolium wormskioldii","Plant"
-122.9778137207,37.9944038391,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum",2014,5,"Symphyotrichum chilense","Plant"
-122.9768600464,37.9941596985,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Prunella",2014,5,"Prunella vulgaris","Plant"
-122.9763717651,37.99401474,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium",2014,5,"Cerastium arvense","Plant"
-122.9757385254,37.9937324524,NA,"Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Calystegia",2014,5,"Calystegia purpurata","Plant"
-122.9729003906,37.9929466248,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia",2014,5,"Grindelia stricta","Plant"
-122.966178894,37.9908866882,NA,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Triteleia",2014,5,"Triteleia laxa","Plant"
-122.9727706909,37.9929275513,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja",2014,5,"Castilleja wightii","Plant"
-122.9660568237,37.9907226563,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2014,5,"Cirsium quercetorum","Plant"
-122.9657058716,37.9905776978,NA,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus",2014,5,"Calochortus tolmiei","Plant"
-122.9656829834,37.9905395508,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium",2014,5,"Delphinium decorum","Plant"
-122.9658889771,37.9905929565,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium",2014,5,"Cerastium arvense","Plant"
-122.9440002441,38.1187667847,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla",2014,5,"Potentilla anserina","Plant"
-122.9439849854,38.11876297,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys",2014,5,"Stachys chamissonis","Plant"
-122.9515762329,38.1195259094,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris",2014,5,"Agoseris apargioides","Plant"
-122.9516372681,38.1196784973,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium",2014,5,"Pseudognaphalium stramineum","Plant"
-122.952255249,38.1198768616,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia",2014,5,"Abronia latifolia","Plant"
-122.9517974854,38.1197052002,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium",2014,5,"Pseudognaphalium californicum","Plant"
-122.9529724121,38.1198692322,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Acmispon",2014,5,"Acmispon glaber","Plant"
-122.9523468018,38.1197967529,NA,"Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Camissoniopsis",2014,5,"Camissoniopsis cheiranthifolia","Plant"
-122.9523468018,38.1197967529,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Polygonum",2014,5,"Polygonum paronychia","Plant"
-122.9716396357,38.0312838072,10000,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Erysimum",2014,5,"Erysimum concinnum","Plant"
-122.9550247192,38.1204414368,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria",2014,5,"Fragaria chiloensis","Plant"
-122.9548797607,38.1206817627,NA,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Amsinckia",2014,5,"Amsinckia spectabilis","Plant"
-122.9536514282,38.1204376221,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","Armeria",2014,5,"Armeria maritima","Plant"
-122.9510879517,38.1190719604,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",2014,5,"Triphysaria eriantha","Plant"
-122.9492111206,38.1192817688,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Scrophularia",2014,5,"Scrophularia californica","Plant"
-122.9020183672,38.1471493841,10000,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Stellaria",2014,5,"Stellaria littoralis","Plant"
-122.943145752,38.1200180054,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Platyprepia",2014,5,"Platyprepia virginalis","Invertebrate"
-122.9396514893,38.1223678589,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja",2014,5,"Castilleja exserta","Plant"
-122.9390487671,38.1226921082,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2014,5,"Rubus spectabilis","Plant"
-122.852002,38.046814,25648,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Oligocottus",2014,5,"Oligocottus maculosus","Fish"
-122.9548187256,38.1201477051,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cardionema",2014,5,"Cardionema ramosissimum","Plant"
-122.923742,38.173053,357,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne",2009,5,"Hydroprogne caspia","Bird"
-122.923742,38.173053,NA,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne",2009,5,"Hydroprogne caspia","Bird"
-122.973758,37.99251,52,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",2014,5,"Mirounga angustirostris","Mammal"
-122.959671,38.027777,104,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria",2014,5,"Arenaria melanocephala","Bird"
-122.9995034942,38.0099385636,114,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Geothlypis",2014,5,"Geothlypis tolmiei","Bird"
-122.7673633333,37.9850966667,NA,"Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Scapanus",2014,5,"Scapanus latimanus","Mammal"
-122.834409,38.04998,NA,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum",2014,5,"Sympetrum illotum","Invertebrate"
-122.8322983333,38.047945,NA,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Patagioenas",2014,5,"Patagioenas fasciata","Bird"
-122.8325833333,38.048285,NA,"Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Tellima",2014,5,"Tellima grandiflora","Plant"
-122.9377466667,38.1235116667,NA,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum",2014,5,"Sympetrum illotum","Invertebrate"
-122.93822,38.1235516667,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Icaricia",2014,5,"Icaricia icarioides","Invertebrate"
-122.9420683333,38.12143,NA,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus",2014,5,"Ammodramus savannarum","Bird"
-122.94415,38.1186916667,NA,"Animalia","Arthropoda","Insecta","Diptera","Scathophagidae","Scathophaga",2014,5,"Scathophaga stercoraria","Invertebrate"
-122.9437733333,38.1189033333,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys",2014,5,"Stachys chamissonis","Plant"
-122.9510933333,38.1184666667,NA,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon",2014,5,"Petrochelidon pyrrhonota","Bird"
-122.947725,38.1187833333,NA,"Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus",2014,5,"Sylvilagus bachmani","Mammal"
-122.9445833333,38.1187733333,NA,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza",2014,5,"Melospiza melodia","Bird"
-122.936015,38.1235933333,NA,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Pipilo",2014,5,"Pipilo maculatus","Bird"
-122.9354333333,38.123455,NA,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes",2014,5,"Cathartes aura","Bird"
-122.9354066667,38.1234583333,NA,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo",2014,5,"Buteo jamaicensis","Bird"
-122.836705,38.0529166667,NA,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Tamias",2014,5,"Tamias sonomae","Mammal"
-122.8340233333,38.04965,NA,"Plantae","Pinophyta","Pinopsida","Pinales","Pinaceae","Pseudotsuga",2014,5,"Pseudotsuga menziesii","Plant"
-122.9494666667,38.1191716667,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",2014,5,"Phyciodes pulchella","Invertebrate"
-122.7300211519,37.9211318156,10000,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Hesperolinon",2014,5,"Hesperolinon congestum","Plant"
-122.799534,38.04414,19,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",2014,5,"Sceloporus occidentalis","Herp"
-122.799633,38.043927,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Strymon",2014,5,"Strymon melinus","Invertebrate"
-122.953626,38.114736,1893,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Pipilo",2014,5,"Pipilo maculatus","Bird"
-122.953626,38.114736,1893,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",2014,5,"Phyciodes pulchella","Invertebrate"
-122.953626,38.114736,1893,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Icaricia",2014,5,"Icaricia icarioides","Invertebrate"
-122.953626,38.114736,1893,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",2014,5,"Coenonympha tullia","Invertebrate"
-123.018465,37.996569,180,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene",2014,5,"Silene gallica","Plant"
-123.018465,37.996569,180,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Senecio",2014,5,"Senecio vulgaris","Plant"
-123.018465,37.996569,180,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia",2014,5,"Phacelia californica","Plant"
-123.018465,37.996569,180,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia",2014,5,"Phacelia californica","Plant"
-123.018465,37.996569,180,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza",2014,5,"Melospiza melodia","Bird"
-123.018465,37.996569,180,"Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Teloschistes",2014,5,"Teloschistes flavicans","Fungi"
-123.018465,37.996569,180,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Cymbalaria",2014,5,"Cymbalaria muralis","Plant"
-123.017435,37.996585,154,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2014,5,"Cirsium brevistylum","Plant"
-122.988338,38.017128,194,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Spizella",2014,5,"Spizella passerina","Bird"
-122.988338,38.017128,194,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus",2014,5,"Euphagus cyanocephalus","Bird"
-122.988338,38.017128,194,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura",2014,5,"Oxyura jamaicensis","Bird"
-122.988338,38.017128,194,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia",2014,5,"Zonotrichia leucophrys","Bird"
-122.964138,38.028989,10000,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus",2014,5,"Circus cyaneus","Bird"
-122.964138,38.028989,165,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Scrophularia",2014,5,"Scrophularia californica","Plant"
-122.964138,38.028989,165,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Vicia",2014,5,"Vicia sativa","Plant"
-122.964138,38.028989,165,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2014,5,"Odocoileus hemionus","Mammal"
-122.964138,38.028989,165,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2014,5,"Mimulus aurantiacus","Plant"
-122.964138,38.028989,165,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cistothorus",2014,5,"Cistothorus palustris","Bird"
-122.964138,38.028989,165,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia",2014,5,"Phacelia californica","Plant"
-122.964821,38.029298,293,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",2014,5,"Phyciodes mylitta","Invertebrate"
-122.964821,38.029298,293,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia",2014,5,"Grindelia stricta","Plant"
-122.964821,38.029298,293,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura",2014,5,"Ischnura cervula","Invertebrate"
-122.964821,38.029298,293,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura",2014,5,"Ischnura cervula","Invertebrate"
-122.964821,38.029298,10000,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus",2014,5,"Circus cyaneus","Bird"
-122.96525,38.02754,251,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus",2014,5,"Catharus ustulatus","Bird"
-122.96525,38.02754,251,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous",2014,5,"Haemorhous purpureus","Bird"
-122.96525,38.02754,251,"Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx",2014,5,"Lynx rufus","Mammal"
-122.96525,38.02754,251,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Geothlypis",2014,5,"Geothlypis trichas","Bird"
-122.96525,38.02754,251,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria",2014,5,"Gaultheria shallon","Plant"
-122.96525,38.02754,251,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2014,5,"Lonicera involucrata","Plant"
-122.965937,38.026797,249,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus",2014,5,"Lathyrus vestitus","Plant"
-122.965937,38.026797,249,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus",2014,5,"Lathyrus vestitus","Plant"
-122.965937,38.026797,249,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum",2014,5,"Heracleum maximum","Plant"
-122.965937,38.026797,249,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2014,5,"Cirsium quercetorum","Plant"
-122.965937,38.026797,249,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis",2014,5,"Anaphalis margaritacea","Plant"
-122.965937,38.026797,249,"Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea",2014,5,"Sidalcea malviflora","Plant"
-122.966709,38.028352,490,"Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",2014,5,"Phalacrocorax pelagicus","Bird"
-122.966709,38.028352,490,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta",2014,5,"Melanitta perspicillata","Bird"
-122.966709,38.028352,490,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus",2014,5,"Bombus melanopygus","Invertebrate"
-122.967873,38.028562,515,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Polygalaceae","Polygala",2014,5,"Polygala californica","Plant"
-122.967873,38.028562,515,"Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentiana",2014,5,"Gentiana affinis","Plant"
-122.967873,38.028562,515,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys",2014,5,"Stachys rigida","Plant"
-122.957421,38.118485,40,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus",2014,5,"Larus glaucescens","Bird"
-122.945251,38.118859,124,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",2014,5,"Phyciodes pulchella","Invertebrate"
-122.951002,38.118487,196,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",2014,5,"Anas cyanoptera","Bird"
-122.951002,38.118487,196,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",2014,5,"Phyciodes pulchella","Invertebrate"
-122.951002,38.118487,196,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris",2014,5,"Agoseris apargioides","Plant"
-122.951002,38.118487,196,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia",2014,5,"Spergularia rubra","Plant"
-122.952547,38.119703,227,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formica",2014,5,"Formica lasioides","Invertebrate"
-122.952547,38.119703,227,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria",2014,5,"Persicaria amphibia","Plant"
-122.952547,38.119703,227,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Daucus",2014,5,"Daucus pusillus","Plant"
-122.952547,38.119703,227,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium",2014,5,"Trifolium campestre","Plant"
-122.952547,38.119703,227,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Oemleria",2014,5,"Oemleria cerasiformis","Plant"
-122.952547,38.119703,227,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",2014,5,"Phyciodes mylitta","Invertebrate"
-122.952547,38.119703,227,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Scrophularia",2014,5,"Scrophularia californica","Plant"
-122.943449,38.123484,427,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila",2014,5,"Aquila chrysaetos","Bird"
-122.943449,38.123484,427,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia",2014,5,"Eschscholzia californica","Plant"
-122.943449,38.123484,427,"Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Carex",2014,5,"Carex obnupta","Plant"
-122.943449,38.123484,427,"Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Scirpus",2014,5,"Scirpus microcarpus","Plant"
-122.943449,38.123484,427,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys",2014,5,"Stachys chamissonis","Plant"
-122.943449,38.123484,427,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus",2014,5,"Ammodramus savannarum","Bird"
-122.943449,38.123484,427,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Ericameria",2014,5,"Ericameria ericoides","Plant"
-122.939243,38.123214,256,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2014,5,"Lupinus polyphyllus","Plant"
-122.9499805556,38.1193777778,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",2014,5,"Thamnophis elegans","Herp"
-122.8114316667,38.062715,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Pyrgus",2014,5,"Pyrgus communis","Invertebrate"
-122.9439466667,38.1187933333,NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis",2014,5,"Sayornis nigricans","Bird"
-122.94455,38.118815,NA,"Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla",2014,5,"Callipepla californica","Bird"
-122.9483833333,38.1189316667,NA,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius",2014,5,"Agelaius phoeniceus","Bird"
-122.94361,38.119305,NA,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia",2014,5,"Zonotrichia leucophrys","Bird"
-122.9053561889,38.1129227869,10000,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus",2014,5,"Circus cyaneus","Bird"
-122.948384,38.11893,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",2014,5,"Phyciodes pulchella","Invertebrate"
-122.94455,38.118813,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2014,5,"Odocoileus hemionus","Mammal"
-122.937856,38.123494,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Icaricia",2014,5,"Icaricia icarioides","Invertebrate"
-122.949295,38.1192028333,NA,"Animalia","Arthropoda","Insecta","Hemiptera","Largidae","Largus",2014,5,"Largus californicus","Invertebrate"
-122.94998,38.1193778333,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",2014,5,"Thamnophis elegans","Herp"
-122.912421,38.089715,104,"Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx",2014,1,"Lynx rufus","Mammal"
-122.8784722222,38.0327916667,NA,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Brodiaea",2014,5,"Brodiaea terrestris","Plant"
-122.810503,38.062056,26,"Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris",2014,2,"Pseudacris sierra","Herp"
-122.9952083333,38.240605,NA,"Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya",2014,6,"Dudleya farinosa","Plant"
-122.9951633333,38.240605,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago",2014,6,"Plantago maritima","Plant"
-122.994805,38.2405883333,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris",2014,6,"Agoseris apargioides","Plant"
-122.988682,38.015708,463,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",2014,6,"Anas strepera","Bird"
-122.985635,37.99508,184,"Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela",2014,6,"Mustela frenata","Mammal"
-122.988682,38.015708,463,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo",2014,6,"Buteo jamaicensis","Bird"
-122.988682,38.015708,463,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",2014,6,"Setophaga americana","Bird"
-122.7190580882,37.9510408298,28314,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Navarretia",2014,6,"Navarretia rosulata","Plant"
-122.749303,37.934652,15,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris",2014,5,"Iris pseudacorus","Plant"
-122.873797,38.094241,541,"Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Calypte",2014,6,"Calypte anna","Bird"
-122.873797,38.094241,541,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",2014,6,"Thamnophis atratus","Herp"
-122.873797,38.094241,541,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Notholithocarpus",2014,6,"Notholithocarpus densiflorus","Plant"
-122.873797,38.094241,541,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus",2014,6,"Arbutus menziesii","Plant"
-122.873797,38.094241,541,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Chrysolepis",2014,6,"Chrysolepis chrysophylla","Plant"
-122.873797,38.094241,541,"Plantae","Equisetophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum",2014,6,"Equisetum telmateia","Plant"
-122.873797,38.094241,541,"Plantae","Pteridophyta","Filicopsida","Polypodiales","Blechnaceae","Woodwardia",2014,6,"Woodwardia fimbriata","Plant"
-122.873797,38.094241,541,"Plantae","Pteridophyta","Filicopsida","Polypodiales","Blechnaceae","Blechnum",2014,6,"Blechnum spicant","Plant"
-122.74545,37.9303,13,"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus",2014,5,"Mastocarpus papillatus","Plant"
-122.74545,37.9303,13,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria",2014,5,"Laminaria sinclairii",NA
-122.745478,37.930923,5,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus",2014,5,"Sambucus racemosa","Plant"
-122.745489,37.930951,5,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia",2014,5,"Eschscholzia californica","Plant"
-122.745489,37.930971,5,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2014,5,"Mimulus aurantiacus","Plant"
-122.74582,37.931365,13,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",2014,5,"Phyciodes pulchella","Invertebrate"
-122.74582,37.931365,13,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes",2014,5,"Ochlodes agricola","Invertebrate"
-122.746113,37.931687,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia",2014,5,"Artemisia californica","Plant"
-122.74751,37.932756,13,"Plantae","Equisetophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum",2014,5,"Equisetum telmateia","Plant"
