"FIPS","countyState","census2010","popEst2010","popEst2015","areaLand","areaWater"
"29055","Crawford County, Missouri",24696,24618,24526,1923109129,3203495
"29057","Dade County, Missouri",7883,7856,7595,1269124871,42068886
"29059","Dallas County, Missouri",16777,16736,16393,1400586526,5388319
"29061","Daviess County, Missouri",8433,8440,8253,1458784509,15035690
"29063","DeKalb County, Missouri",12892,12878,12687,1091307336,11563121
"29065","Dent County, Missouri",15657,15711,15593,1949717319,4445126
"29067","Douglas County, Missouri",13684,13642,13373,2107296301,2498266
"29069","Dunklin County, Missouri",31953,31945,30895,1401361859,15838797
"29071","Franklin County, Missouri",101492,101504,102426,2389732948,20730526
"29073","Gasconade County, Missouri",15222,15230,14858,1341103601,17192339
"29075","Gentry County, Missouri",6738,6739,6692,1272776760,762384
"29077","Greene County, Missouri",275174,275381,288072,1749030414,6670734
"29079","Grundy County, Missouri",10261,10270,10097,1127360747,7123002
"29081","Harrison County, Missouri",8957,8949,8615,1871276203,10104176
"29083","Henry County, Missouri",22272,22249,21737,1805085008,91639657
"29085","Hickory County, Missouri",9627,9631,9201,1033641536,32677678
"29087","Holt County, Missouri",4912,4904,4484,1198369596,19839057
"29089","Howard County, Missouri",10144,10141,10139,1201362829,19893539
"29091","Howell County, Missouri",40400,40569,40117,2401562178,2913505
"29093","Iron County, Missouri",10630,10605,10125,1425165244,4675092
"29095","Jackson County, Missouri",674158,675011,687623,1565549922,30521580
"29097","Jasper County, Missouri",117404,117728,118596,1653674930,7229559
"29099","Jefferson County, Missouri",218733,219132,224124,1700660922,19828021
"29101","Johnson County, Missouri",52595,52727,53951,2147829735,10126753
"29103","Knox County, Missouri",4131,4127,3910,1305381639,7301639
"29105","Laclede County, Missouri",35571,35657,35473,1980608825,8534395
"29107","Lafayette County, Missouri",33381,33399,32701,1627634631,27220864
"29109","Lawrence County, Missouri",38634,38587,38180,1584390538,4249575
"29111","Lewis County, Missouri",10211,10199,10207,1308052730,14901513
"29113","Lincoln County, Missouri",52566,52704,54696,1622772175,36019423
"29115","Linn County, Missouri",12761,12745,12308,1594303225,15054103
"29117","Livingston County, Missouri",15195,15128,15028,1378726390,16155419
"29119","McDonald County, Missouri",23083,23073,22643,1397247203,520250
"29121","Macon County, Missouri",15566,15594,15335,2075167141,28864245
"29123","Madison County, Missouri",12226,12194,12408,1280463424,8313020
"29125","Maries County, Missouri",9176,9184,8963,1364869338,7636526
"29127","Marion County, Missouri",28781,28785,28880,1131627516,19114256
"29129","Mercer County, Missouri",3785,3778,3694,1175427598,3302258
"29131","Miller County, Missouri",24748,24728,25113,1534813196,19159067
"29133","Mississippi County, Missouri",14358,14325,14036,1065995440,44494570
"29135","Moniteau County, Missouri",15607,15620,15963,1074910753,9960727
"29137","Monroe County, Missouri",8840,8798,8583,1677414025,58301278
"29139","Montgomery County, Missouri",12236,12234,11703,1388874432,14919654
"29141","Morgan County, Missouri",20565,20560,20171,1547855851,42450326
"29143","New Madrid County, Missouri",18956,18935,18208,1747828331,56291671
"29145","Newton County, Missouri",58114,58143,58615,1618133227,4717540
"29147","Nodaway County, Missouri",23370,23377,22810,2271326393,2361606
"29149","Oregon County, Missouri",10881,10930,10953,2045561195,4528601
"29151","Osage County, Missouri",13878,13876,13628,1565248144,15812863
"29153","Ozark County, Missouri",9723,9726,9409,1929467474,26574823
"29155","Pemiscot County, Missouri",18296,18240,17482,1275682068,54104401
"29157","Perry County, Missouri",18971,18974,19183,1228570257,25398710
"29159","Pettis County, Missouri",42201,42267,42255,1766947035,10482137
"29161","Phelps County, Missouri",45156,45313,44794,1739911952,6574662
"29163","Pike County, Missouri",18516,18484,18348,1736425445,36979764
"29165","Platte County, Missouri",89322,89705,96096,1088286859,17131989
"29167","Polk County, Missouri",31137,31164,31229,1645996569,17839794
"29169","Pulaski County, Missouri",52274,52845,53221,1416979227,11347396
"29171","Putnam County, Missouri",4979,4970,4858,1339845120,5942197
"29173","Ralls County, Missouri",10167,10192,10196,1216726347,36397428
"29175","Randolph County, Missouri",25414,25441,25104,1250145642,13315608
"29177","Ray County, Missouri",23494,23472,22810,1473198814,13288734
"29179","Reynolds County, Missouri",6696,6677,6432,2093947170,15372837
"29181","Ripley County, Missouri",14100,14101,13802,1630492528,5449067
"29183","St. Charles County, Missouri",360485,361831,385590,1451520382,83325897
"29185","St. Clair County, Missouri",9805,9816,9440,1735247885,83056509
"29186","Ste. Genevieve County, Missouri",18145,18118,17919,1292799524,19740673
"29187","St. Francois County, Missouri",65359,65542,66520,1170380864,7217225
"29189","St. Louis County, Missouri",998954,998792,1003362,1315195242,39414600
"29195","Saline County, Missouri",23370,23403,23258,1956746210,29558146
"29197","Schuyler County, Missouri",4431,4441,4436,795911533,2216869
"29199","Scotland County, Missouri",4843,4843,4854,1130971492,6798720
"29201","Scott County, Missouri",39191,39241,39008,1087768829,15196632
"29203","Shannon County, Missouri",8441,8446,8258,2599881132,464007
"29205","Shelby County, Missouri",6373,6376,6128,1297230497,3764583
"29207","Stoddard County, Missouri",29968,30022,29862,2132134868,15019714
"29209","Stone County, Missouri",32202,32058,30943,1201840755,121066344
"29211","Sullivan County, Missouri",6714,6721,6353,1678263572,9124043
"29213","Taney County, Missouri",51675,51925,54592,1638002904,49736703
"29215","Texas County, Missouri",26008,26028,25690,3049104495,5071374
"29217","Vernon County, Missouri",21159,21124,20826,2140360166,27016708
"29219","Warren County, Missouri",32513,32578,33513,1110071693,23747239
"29221","Washington County, Missouri",25195,25177,24788,1968164689,6670629
"29223","Wayne County, Missouri",13521,13509,13405,1966257806,38559098
"29225","Webster County, Missouri",36202,36273,37483,1534729111,3111540
"29227","Worth County, Missouri",2171,2155,2057,690523510,535495
"29229","Wright County, Missouri",18815,18857,18268,1765779860,3533329
"29510","St. Louis city, Missouri",319294,319289,315685,160343174,10683076
"30001","Beaverhead County, Montana",9246,9241,9300,14352738393,78393828
"30003","Big Horn County, Montana",12865,12907,13242,12938187715,49592964
"30005","Blaine County, Montana",6491,6490,6577,10949294445,29085813
"30007","Broadwater County, Montana",5612,5626,5689,3088667752,119697770
"30009","Carbon County, Montana",10078,10066,10408,5306336324,34640087
"30011","Carter County, Montana",1160,1155,1180,8652506323,19496295
"30013","Cascade County, Montana",81327,81533,82278,6988196577,34515098
"30015","Chouteau County, Montana",5813,5818,5767,10288696814,62773734
"30017","Custer County, Montana",11699,11692,12135,9798863306,25524624
"30019","Daniels County, Montana",1751,1745,1760,3693594413,1021700
"30021","Dawson County, Montana",8966,8938,9625,6143100615,29283737
"30023","Deer Lodge County, Montana",9298,9299,9139,1907605107,12098953
"30025","Fallon County, Montana",2890,2887,3190,4197780621,5915343
"30027","Fergus County, Montana",11586,11588,11427,11240038932,27482986
"30029","Flathead County, Montana",90928,90868,96165,13176979222,437135591
"30031","Gallatin County, Montana",89513,89626,100739,6740934490,76086709
"30033","Garfield County, Montana",1206,1187,1314,12109116880,445782449
"30035","Glacier County, Montana",13399,13431,13647,7759441299,106156930
"30037","Golden Valley County, Montana",884,883,827,3044122460,2588281
"30039","Granite County, Montana",3079,3072,3240,4473983997,14583588
"30041","Hill County, Montana",16096,16147,16572,7508258549,44208947
"30043","Jefferson County, Montana",11406,11393,11645,4289687010,6690786
"30045","Judith Basin County, Montana",2072,2064,1926,4842813779,2066741
"30047","Lake County, Montana",28746,28778,29457,3859469950,423637498
"30049","Lewis and Clark County, Montana",63395,63605,66418,8958322731,100717209
"30051","Liberty County, Montana",2339,2355,2408,3703800609,44369051
"30053","Lincoln County, Montana",19687,19685,19052,9357408916,161123155
"30055","McCone County, Montana",1734,1737,1683,6845784269,102696937
"30057","Madison County, Montana",7691,7685,7915,9291541248,39648957
"30059","Meagher County, Montana",1891,1889,1830,6195025766,7377415
"30061","Mineral County, Montana",4223,4218,4251,3158326912,9898609
"30063","Missoula County, Montana",109299,109455,114181,6716936093,64479320
"30065","Musselshell County, Montana",4538,4546,4582,4838499504,7127210
"30067","Park County, Montana",15636,15587,15972,7259898824,27012589
"30069","Petroleum County, Montana",494,492,475,4286096708,49036246
"30071","Phillips County, Montana",4253,4258,4169,13312629334,186077847
"30073","Pondera County, Montana",6153,6166,6184,4203194623,43967890
"30075","Powder River County, Montana",1743,1730,1773,8539962788,1566748
"30077","Powell County, Montana",7027,7017,6840,6025327864,16197534
"30079","Prairie County, Montana",1179,1186,1160,4498127620,15097116
"30081","Ravalli County, Montana",40212,40340,41373,6192198176,24296474
"30083","Richland County, Montana",9746,9748,11960,5397905671,49581823
"30085","Roosevelt County, Montana",10425,10443,11476,6098886500,37876242
"30087","Rosebud County, Montana",9233,9249,9398,12976880880,43007467
"30089","Sanders County, Montana",11413,11394,11336,7149723773,76301017
"30091","Sheridan County, Montana",3384,3371,3687,4343616730,75142943
"30093","Silver Bow County, Montana",34200,34230,34622,1860847940,1488572
"30095","Stillwater County, Montana",9117,9116,9486,4649935552,23914264
"30097","Sweet Grass County, Montana",3651,3623,3634,4804957748,17686401
"30099","Teton County, Montana",6073,6079,6104,5885423184,52172846
"30101","Toole County, Montana",5324,5342,5087,4961503682,78006626
"30103","Treasure County, Montana",718,720,697,2531448178,17161233
"30105","Valley County, Montana",7369,7373,7659,12757810954,352165096
"30107","Wheatland County, Montana",2168,2159,2110,3686057039,13071168
"30109","Wibaux County, Montana",1017,1005,1130,2303184548,1713204
"30111","Yellowstone County, Montana",147972,148406,157048,6820199333,40760707
"31001","Adams County, Nebraska",31364,31338,31587,1458868867,2481482
"31003","Antelope County, Nebraska",6685,6668,6414,2220183930,3558463
"31005","Arthur County, Nebraska",460,464,456,1852759801,7644719
"31007","Banner County, Nebraska",690,697,788,1932426927,397069
"31009","Blaine County, Nebraska",478,472,487,1841156202,9443899
"31011","Boone County, Nebraska",5505,5502,5315,1778165884,1718584
"31013","Box Butte County, Nebraska",11308,11277,11337,2784995043,6588657
"31015","Boyd County, Nebraska",2099,2102,2006,1398437421,11890322
"31017","Brown County, Nebraska",3145,3149,2946,3163238171,9814399
"31019","Buffalo County, Nebraska",46102,46177,48863,2507398525,18873763
"31021","Burt County, Nebraska",6858,6847,6585,1273189665,14197836
"31023","Butler County, Nebraska",8395,8373,8115,1514900899,15292991
"31025","Cass County, Nebraska",25241,25263,25512,1443778631,21873113
"31027","Cedar County, Nebraska",8852,8818,8564,1917398625,14335209
"31029","Chase County, Nebraska",3966,3963,3956,2316533574,7978174
"31031","Cherry County, Nebraska",5713,5705,5848,15437421571,126677198
"31033","Cheyenne County, Nebraska",9998,9971,10167,3098368319,292551
"31035","Clay County, Nebraska",6542,6545,6309,1482222817,3234922
"31037","Colfax County, Nebraska",10515,10537,10520,1066193904,12577905
"31039","Cuming County, Nebraska",9139,9156,9125,1477895767,10447368
"31041","Custer County, Nebraska",10939,10915,10806,6670570294,932960
"31043","Dakota County, Nebraska",21006,21033,20781,684416224,8199770
"31045","Dawes County, Nebraska",9182,9174,9055,3616823898,11921996
"31047","Dawson County, Nebraska",24326,24335,23886,2623905741,16413301
"31049","Deuel County, Nebraska",1941,1937,1921,1139208954,2230956
"31051","Dixon County, Nebraska",6000,5978,5797,1233434205,17271598
"31053","Dodge County, Nebraska",36691,36661,36706,1369341649,37020463
"31055","Douglas County, Nebraska",517110,518664,550064,850693384,28210895
"31057","Dundy County, Nebraska",2008,2008,1799,2381954077,3046323
"31059","Fillmore County, Nebraska",5890,5876,5619,1490202759,2990040
"31061","Franklin County, Nebraska",3225,3232,2985,1491356076,487899
"31063","Frontier County, Nebraska",2756,2756,2624,2524180489,14212836
"31065","Furnas County, Nebraska",4959,4952,4862,1862542551,3915843
"31067","Gage County, Nebraska",22311,22294,21900,2205352156,21928736
"31069","Garden County, Nebraska",2057,2080,1918,4414071674,68874635
"31071","Garfield County, Nebraska",2049,2040,2028,1475749482,4125559
"31073","Gosper County, Nebraska",2044,2044,1973,1186616260,11831826
"31075","Grant County, Nebraska",614,614,641,2010409972,18130867
"31077","Greeley County, Nebraska",2538,2542,2429,1475804031,2188872
"31079","Hall County, Nebraska",58607,58814,61680,1414881257,15166027
"31081","Hamilton County, Nebraska",9124,9120,9190,1406047715,10730466
"31083","Harlan County, Nebraska",3423,3417,3452,1433470225,53339818
"31085","Hayes County, Nebraska",967,961,932,1846821508,570786
"31087","Hitchcock County, Nebraska",2908,2896,2883,1838742700,22103381
"31089","Holt County, Nebraska",10435,10449,10313,6248083787,13201507
"31091","Hooker County, Nebraska",736,735,732,1867695559,882994
"31093","Howard County, Nebraska",6274,6267,6409,1474576349,16201501
"31095","Jefferson County, Nebraska",7547,7516,7263,1476771431,14204829
"31097","Johnson County, Nebraska",5217,5220,5173,973968264,1766531
"31099","Kearney County, Nebraska",6489,6485,6585,1337065724,272321
"31101","Keith County, Nebraska",8368,8363,8063,2749531266,124671572
"31103","Keya Paha County, Nebraska",824,821,804,2002246688,2192459
"31105","Kimball County, Nebraska",3821,3820,3689,2465269246,1448446
"31107","Knox County, Nebraska",8701,8676,8543,2870614119,81251119
"31109","Lancaster County, Nebraska",285407,286187,306468,2169240553,22876822
"31111","Lincoln County, Nebraska",36288,36262,35656,6640905294,28641137
"31113","Logan County, Nebraska",763,770,777,1478003028,1203561
"31115","Loup County, Nebraska",632,626,585,1471864091,7275368
"31117","McPherson County, Nebraska",539,537,475,2224737034,2680669
"31119","Madison County, Nebraska",34876,34935,35039,1483396470,7013733
"31121","Merrick County, Nebraska",7845,7856,7787,1255835783,24906841
"31123","Morrill County, Nebraska",5042,5037,4854,3687723807,15598670
"31125","Nance County, Nebraska",3735,3733,3595,1143824006,17088375
"31127","Nemaha County, Nebraska",7248,7246,7046,1055115270,5755196
