"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","userNumber","original.inat.taxonID","species","root","user","xbin","ybin","geo_bin","user_obs","user_spp","user_visits","user_locations"
-123.018441,37.995944,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","Armeria","Armeria maritima",2013,10,1841,60476,"Armeria maritima","life",1841,1,3,"1 3",1,1,0.994202898550725,0.994202898550725
-123.018441,37.995944,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Solidago","Solidago spathulata",2013,10,1841,60978,"Solidago spathulata","life",1841,1,3,"1 3",1,1,0.994202898550725,0.994202898550725
-122.796292,38.046503,"bird","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes formicivorus",2013,11,2705,18209,"Melanerpes formicivorus","life",2705,4,4,"4 4",0.0956521739130435,0.0550724637681159,0.388405797101449,0.460869565217391
-122.809713,38.057145,"mammal","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus",2013,11,1170,41976,"Lynx rufus","life",1170,4,4,"4 4",0.0260869565217391,0.130434782608696,0.420289855072464,0.269565217391304
-122.730018,37.912068,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2013,11,669,49699,"Pisaster ochraceus","life",669,5,2,"5 2",0.585507246376812,0.568115942028985,0.907246376811594,0.863768115942029
-122.937119,38.142425,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chen","Chen rossii",2013,11,1841,7060,"Chen rossii","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo regalis",2013,11,1841,5181,"Buteo regalis","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos",2013,11,1841,6930,"Anas platyrhynchos","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana",2013,11,1841,473,"Fulica americana","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola",2013,11,1841,6993,"Bucephala albeola","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus cyaneus",2013,11,1841,5170,"Circus cyaneus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis",2013,11,1841,7089,"Branta canadensis","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2013,11,1841,9176,"Zonotrichia leucophrys","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerculus","Passerculus sandwichensis",2013,11,1841,9981,"Passerculus sandwichensis","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous mexicanus",2013,11,1841,199840,"Haemorhous mexicanus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",2013,11,1841,10325,"Euphagus cyanocephalus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",2013,11,1841,8010,"Corvus corax","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Achillea","Achillea millefolium",2013,11,1841,52821,"Achillea millefolium","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia","Eschscholzia californica",2013,11,1841,48225,"Eschscholzia californica","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","Thryomanes bewickii",2013,11,1841,7576,"Thryomanes bewickii","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2013,11,1841,5212,"Buteo jamaicensis","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus guttatus",2013,11,1841,12890,"Catharus guttatus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Passeriformes","Aegithalidae","Psaltriparus","Psaltriparus minimus",2013,11,1841,7266,"Psaltriparus minimus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cistothorus","Cistothorus palustris",2013,11,1841,7601,"Cistothorus palustris","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2013,11,1841,4756,"Cathartes aura","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Conium","Conium maculatum",2013,11,1841,52998,"Conium maculatum","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",2013,11,1841,52989,"Cirsium vulgare","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus leucurus",2013,11,1841,5277,"Elanus leucurus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus","Raphanus sativus",2013,11,1841,55410,"Raphanus sativus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2013,11,1841,9100,"Melospiza melodia","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ursinus",2013,11,1841,53445,"Rubus ursinus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous purpureus",2013,11,1841,199841,"Haemorhous purpureus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Oenanthe","Oenanthe sarmentosa",2013,11,1841,60127,"Oenanthe sarmentosa","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.93684,38.130659,"bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",2013,11,1841,4665,"Falco sparverius","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus guttatus",2013,11,1841,12890,"Catharus guttatus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",2013,11,1841,14850,"Sturnus vulgaris","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",2013,11,1841,10325,"Euphagus cyanocephalus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo lineatus",2013,11,1841,5206,"Buteo lineatus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"plant","Plantae","Magnoliophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","Erodium moschatum",2013,11,1841,57092,"Erodium moschatum","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2013,11,1841,42220,"Odocoileus hemionus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Silybum","Silybum marianum",2013,11,1841,52586,"Silybum marianum","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Hydrocotyle","Hydrocotyle ranunculoides",2013,11,1841,60951,"Hydrocotyle ranunculoides","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas clypeata",2013,11,1841,6961,"Anas clypeata","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola",2013,11,1841,6993,"Bucephala albeola","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas americana",2013,11,1841,6985,"Anas americana","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya collaris",2013,11,1841,7044,"Aythya collaris","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.9675435094,38.0660533793,"bird","Animalia","Chordata","Aves","Accipitriformes","Pandionidae","Pandion","Pandion haliaetus",2013,11,1841,116999,"Pandion haliaetus","life",1841,2,4,"2 4",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa annabella",2013,11,1841,50786,"Vanessa annabella","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus leucurus",2013,11,1841,5277,"Elanus leucurus","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2013,11,1841,9100,"Melospiza melodia","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza lincolnii",2013,11,1841,9092,"Melospiza lincolnii","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2013,11,1841,4756,"Cathartes aura","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.928682,38.137565,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas crecca",2013,11,1841,6937,"Anas crecca","life",1841,2,5,"2 5",1,1,0.994202898550725,0.994202898550725
-122.9531166667,38.1189266667,"mammal","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Ondatra","Ondatra zibethicus",2013,11,3,45763,"Ondatra zibethicus","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.942235,38.1211333333,"mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2013,11,3,42220,"Odocoileus hemionus","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.953025,38.11857,"bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius vociferus",2013,11,3,4793,"Charadrius vociferus","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.9514183333,38.1190883333,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya valisineria",2013,11,3,7057,"Aythya valisineria","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.9514183333,38.1190883333,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola",2013,11,3,6993,"Bucephala albeola","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.9502716667,38.1192183333,"bird","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana",2013,11,3,473,"Fulica americana","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.9484466667,38.1188833333,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya collaris",2013,11,3,7044,"Aythya collaris","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.9482883333,38.1188616667,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola",2013,11,3,6993,"Bucephala albeola","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.94023,38.12214,"bird","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus erythrorhynchos",2013,11,3,4334,"Pelecanus erythrorhynchos","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.9466933333,38.11863,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2013,11,3,9176,"Zonotrichia leucophrys","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.9388383333,38.1230983333,"bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis nigricans",2013,11,3,17013,"Sayornis nigricans","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.9388616667,38.123025,"bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus","Podilymbus podiceps",2013,11,3,4246,"Podilymbus podiceps","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.918363149,38.1216452561,"bird","Animalia","Chordata","Aves","Accipitriformes","Pandionidae","Pandion","Pandion haliaetus",2013,11,3,116999,"Pandion haliaetus","life",3,3,5,"3 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.93472,38.1235333333,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2013,11,3,5212,"Buteo jamaicensis","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.9531983333,38.1189916667,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura","Oxyura jamaicensis",2013,11,3,7079,"Oxyura jamaicensis","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.898606,38.028259,"invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Thinopinus","Thinopinus pictus",2013,9,3095,302724,"Thinopinus pictus","life",3095,3,3,"3 3",0.956521739130435,0.968115942028986,1,0.991304347826087
-122.7721466667,37.95145,"fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita muscaria",2013,12,754,48715,"Amanita muscaria","life",754,5,2,"5 2",0.988405797101449,0.988405797101449,0.918840579710145,0.96231884057971
-122.7831283333,37.9512033333,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2013,12,754,49699,"Pisaster ochraceus","life",754,5,2,"5 2",0.988405797101449,0.988405797101449,0.918840579710145,0.96231884057971
-122.7850633333,37.957325,"mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2013,12,754,41728,"Mirounga angustirostris","life",754,4,2,"4 2",0.988405797101449,0.988405797101449,0.918840579710145,0.96231884057971
-122.761095,37.9517283333,"mammal","Animalia","Chordata","Mammalia","Eulipotyphla","Talpidae","Neurotrichus","Neurotrichus gibbsii",2013,12,754,47051,"Neurotrichus gibbsii","life",754,5,2,"5 2",0.988405797101449,0.988405797101449,0.918840579710145,0.96231884057971
-122.7609633333,37.9407,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris douglasiana",2013,12,754,50854,"Iris douglasiana","life",754,5,2,"5 2",0.988405797101449,0.988405797101449,0.918840579710145,0.96231884057971
-122.7835083333,37.9521133333,"mammal","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus",2013,12,754,41740,"Zalophus californianus","life",754,5,2,"5 2",0.988405797101449,0.988405797101449,0.918840579710145,0.96231884057971
-122.803324,37.985481,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2013,12,2621,49699,"Pisaster ochraceus","life",2621,4,3,"4 3",0.895652173913044,0.889855072463768,0.939130434782609,0.87536231884058
-122.803324,37.985481,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2013,12,2621,49699,"Pisaster ochraceus","life",2621,4,3,"4 3",0.895652173913044,0.889855072463768,0.939130434782609,0.87536231884058
-122.803324,37.985481,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2013,12,2621,49699,"Pisaster ochraceus","life",2621,4,3,"4 3",0.895652173913044,0.889855072463768,0.939130434782609,0.87536231884058
-122.803324,37.985481,"invertebrate","Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias","Dermasterias imbricata",2013,12,2621,63382,"Dermasterias imbricata","life",2621,4,3,"4 3",0.895652173913044,0.889855072463768,0.939130434782609,0.87536231884058
-122.803324,37.985481,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2013,12,2621,49699,"Pisaster ochraceus","life",2621,4,3,"4 3",0.895652173913044,0.889855072463768,0.939130434782609,0.87536231884058
-122.803324,37.985481,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2013,12,2621,49699,"Pisaster ochraceus","life",2621,4,3,"4 3",0.895652173913044,0.889855072463768,0.939130434782609,0.87536231884058
-122.96258,38.197864,"mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2014,1,462,117767,"Cervus elaphus","life",462,2,6,"2 6",0.953623188405797,0.942028985507246,0.982608695652174,0.956521739130435
-122.963585,38.200363,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus arboreus",2014,1,2965,61010,"Lupinus arboreus","life",2965,2,6,"2 6",0.0318840579710145,0.234782608695652,0.4,0.36231884057971
-122.967655,38.201968,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2014,1,462,49699,"Pisaster ochraceus","life",462,2,6,"2 6",0.953623188405797,0.942028985507246,0.982608695652174,0.956521739130435
-122.967641,38.201913,"invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2014,1,462,49699,"Pisaster ochraceus","life",462,2,6,"2 6",0.953623188405797,0.942028985507246,0.982608695652174,0.956521739130435
-122.853756,38.019156,"bird","Animalia","Chordata","Aves","Passeriformes","Paradoxornithidae","Chamaea","Chamaea fasciata",2013,12,3126,15256,"Chamaea fasciata","life",3126,3,3,"3 3",0.684057971014493,0.707246376811594,0.0434782608695652,0.118840579710145
-122.853692,38.019207,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2013,12,3126,9100,"Melospiza melodia","life",3126,3,3,"3 3",0.684057971014493,0.707246376811594,0.0434782608695652,0.118840579710145
-122.856309,38.016892,"bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2013,12,3126,1409,"Callipepla californica","life",3126,3,3,"3 3",0.684057971014493,0.707246376811594,0.0434782608695652,0.118840579710145
-122.854786,38.017956,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2013,12,3126,9176,"Zonotrichia leucophrys","life",3126,3,3,"3 3",0.684057971014493,0.707246376811594,0.0434782608695652,0.118840579710145
-122.865921,38.020376,"bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius semipalmatus",2013,12,3126,4817,"Charadrius semipalmatus","life",3126,3,3,"3 3",0.684057971014493,0.707246376811594,0.0434782608695652,0.118840579710145
-122.8564908379,38.0262353235,"bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius nivosus",2013,12,3126,144485,"Charadrius nivosus","life",3126,3,3,"3 3",0.684057971014493,0.707246376811594,0.0434782608695652,0.118840579710145
-122.871909,38.032197,"bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus guttatus",2013,12,3126,12890,"Catharus guttatus","life",3126,3,3,"3 3",0.684057971014493,0.707246376811594,0.0434782608695652,0.118840579710145
-122.870341,38.022033,"bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alba",2013,12,3126,3849,"Calidris alba","life",3126,3,3,"3 3",0.684057971014493,0.707246376811594,0.0434782608695652,0.118840579710145
-122.957568,38.028204,"mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2014,1,462,41728,"Mirounga angustirostris","life",462,2,3,"2 3",0.953623188405797,0.942028985507246,0.982608695652174,0.956521739130435
-122.956647,38.028492,"mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2014,1,462,41728,"Mirounga angustirostris","life",462,2,3,"2 3",0.953623188405797,0.942028985507246,0.982608695652174,0.956521739130435
-122.93885,38.1229616667,"bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis nigricans",2014,1,3,17013,"Sayornis nigricans","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.94545,38.11855,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,1,3,9100,"Melospiza melodia","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.938485,38.12339,"bird","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana",2014,1,3,473,"Fulica americana","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.93885,38.1229616667,"bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus","Podilymbus podiceps",2014,1,3,4246,"Podilymbus podiceps","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.952445,38.1193716667,"bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Aechmophorus","Aechmophorus occidentalis",2014,1,3,4235,"Aechmophorus occidentalis","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.9513483333,38.1192333333,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura","Oxyura jamaicensis",2014,1,3,7079,"Oxyura jamaicensis","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.9491233333,38.1191433333,"bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola",2014,1,3,6993,"Bucephala albeola","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.942405,38.1210233333,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2014,1,3,9176,"Zonotrichia leucophrys","life",3,2,5,"2 5",0.985507246376812,0.973913043478261,0.979710144927536,0.982608695652174
-122.7967616667,38.0536888333,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2014,1,1200,5212,"Buteo jamaicensis","life",1200,4,4,"4 4",0.982608695652174,0.985507246376812,0.96231884057971,0.959420289855072
-122.7995133333,38.0423888333,"mammal","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus griseus",2014,1,1200,46023,"Sciurus griseus","life",1200,4,4,"4 4",0.982608695652174,0.985507246376812,0.96231884057971,0.959420289855072
-122.792221,38.041947,"bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma californica",2014,1,1200,506118,"Aphelocoma californica","life",1200,4,4,"4 4",0.982608695652174,0.985507246376812,0.96231884057971,0.959420289855072
-122.7995133333,38.0423888333,"bird","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes formicivorus",2014,1,1200,18209,"Melanerpes formicivorus","life",1200,4,4,"4 4",0.982608695652174,0.985507246376812,0.96231884057971,0.959420289855072
-122.807913,38.056293,"bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Ixoreus","Ixoreus naevius",2014,1,1200,145088,"Ixoreus naevius","life",1200,4,4,"4 4",0.982608695652174,0.985507246376812,0.96231884057971,0.959420289855072
-122.802558,38.030941,"invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Misumena","Misumena vatia",2007,7,2882,55746,"Misumena vatia","life",2882,4,3,"4 3",0.973913043478261,0.976811594202899,0.991304347826087,1
-122.797506,38.041523,"bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Ixoreus","Ixoreus naevius",2014,1,35,145088,"Ixoreus naevius","life",35,4,4,"4 4",0.56231884057971,0.582608695652174,0.672463768115942,0.695652173913043
-122.875576,38.117087,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Notholithocarpus","Notholithocarpus densiflorus",2014,2,462,69823,"Notholithocarpus densiflorus","life",462,3,5,"3 5",0.953623188405797,0.942028985507246,0.982608695652174,0.956521739130435
-122.878385,38.117902,"plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Polystichum","Polystichum munitum",2014,2,462,47751,"Polystichum munitum","life",462,3,5,"3 5",0.953623188405797,0.942028985507246,0.982608695652174,0.956521739130435
