"decimalLongitude","decimalLatitude","id","recordedBy","userNumber","eventDate","eventTime","dateIdentified","verbatimLocality","coordinateUncertaintyInMeters","informationWithheld","identificationID","original.inat.taxonID","scientificName","taxonRank","kingdom","phylum","class","order","family","genus","year","month","hour","PARK_CODE","PARK_NAME","PARK_TYPE","IN_PARK","speciesFixed","category"
-122.8718333333,38.0647721667,1373777,"Damon Tighe",752,2015-04-05,"22:58:06Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2569976,53094,"Heracleum maximum","species","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Heracleum maximum","Plant"
-122.878005,38.0590695,1373779,"Damon Tighe",752,2015-04-05,"23:16:55Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2569978,68182,"Taraxia ovata","species","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Taraxia",2015,4,23,"PORE","Point Reyes","National Seashore",TRUE,"Taraxia ovata","Plant"
-122.878905,38.0581278333,1373780,"Damon Tighe",752,2015-04-05,"23:19:42Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2569980,61041,"Sidalcea malviflora malviflora","subspecies","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea",2015,4,23,"PORE","Point Reyes","National Seashore",TRUE,"Sidalcea malviflora","Plant"
-122.880555,38.057625,1373783,"Damon Tighe",752,2015-04-05,"23:24:25Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2569981,50840,"Calochortus tolmiei","species","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus",2015,4,23,"PORE","Point Reyes","National Seashore",TRUE,"Calochortus tolmiei","Plant"
-122.8812633333,38.0566555,1373784,"Damon Tighe",752,2015-04-05,"23:30:33Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2569983,50790,"Linaria vulgaris","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Linaria",2015,4,23,"PORE","Point Reyes","National Seashore",TRUE,"Linaria vulgaris","Plant"
-122.8809666667,38.0558305,1373785,"Damon Tighe",752,2015-04-05,"23:38:42Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2569985,49918,"Sisyrinchium bellum","species","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium",2015,4,23,"PORE","Point Reyes","National Seashore",TRUE,"Sisyrinchium bellum","Plant"
-122.8722083333,38.0776833333,1373786,"Damon Tighe",752,2015-04-05,"22:13:38Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2569991,50618,"Fritillaria affinis","species","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Fritillaria",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Fritillaria affinis","Plant"
-122.8791283333,38.0548333333,1373790,"Damon Tighe",752,2015-04-05,"23:44:54Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2569993,55679,"Linum bienne","species","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Linum",2015,4,23,"PORE","Point Reyes","National Seashore",TRUE,"Linum bienne","Plant"
-122.868645,38.0503528333,1373793,"Damon Tighe",752,2015-04-05,"00:10:14Z",2015-04-15,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2617754,50843,"Sparaxis tricolor","species","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sparaxis",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Sparaxis tricolor","Plant"
-122.8681333333,38.0511471667,1373794,"Damon Tighe",752,2015-04-05,"00:12:16Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2569998,52994,"Claytonia perfoliata","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Claytonia perfoliata","Plant"
-122.8679966667,38.0523333333,1373795,"Damon Tighe",752,2015-04-05,"00:14:46Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2569995,53348,"Aesculus californica","species","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Aesculus californica","Plant"
-122.868125,38.0524055,1373797,"Damon Tighe",752,2015-04-05,"00:16:51Z",2016-04-22,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",5843131,318965,"Chrysolina bankii","species","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysolina",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Chrysolina bankii","Invertebrate"
-122.8680716667,38.052575,1373798,"Damon Tighe",752,2015-04-05,"00:18:50Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2570000,8010,"Corvus corax","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Corvus corax","Bird"
-122.866705,38.0546195,1373799,"Damon Tighe",752,2015-04-05,"00:23:39Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2570001,57240,"Ranunculus muricatus","species","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Ranunculus muricatus","Plant"
-122.8654466667,38.0554778333,1373802,"Damon Tighe",752,2015-04-05,"00:29:36Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2570005,51048,"Dicentra formosa","species","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Dicentra",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Dicentra formosa","Plant"
-122.86522,38.0555695,1373804,"Damon Tighe",752,2015-04-05,"00:31:57Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2570009,51062,"Maianthemum racemosum","species","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Maianthemum racemosum","Plant"
-122.864455,38.0542666667,1373805,"Damon Tighe",752,2015-04-05,"00:45:33Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2570061,57162,"Briza minor","species","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Briza",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Briza minor","Plant"
-122.8570466667,38.0564805,1373807,"Damon Tighe",752,2015-04-05,"00:58:59Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2570013,50298,"Fragaria vesca","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Fragaria vesca","Plant"
-122.8627387898,38.0386676966,1373808,"Damon Tighe",752,2015-04-05,"01:07:50Z",2015-04-07,"Marin County, US-CA, US",28285,"Coordinate uncertainty increased to 28285m to protect threatened taxon",2570014,27826,"Taricha granulosa","species","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha",2015,4,1,"PORE","Point Reyes","National Seashore",TRUE,"Taricha granulosa","Herp"
-122.8696966667,38.0496861667,1373820,"Damon Tighe",752,2015-04-05,"00:01:54Z",2015-04-07,"",NA,"",2570035,4756,"Cathartes aura","species","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Cathartes aura","Bird"
-122.850076,38.059378,1373823,"Damon Tighe",752,2015-04-05,"01:40:04Z",2015-04-07,"",52,"",2570044,4647,"Falco peregrinus","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco",2015,4,1,"PORE","Point Reyes","National Seashore",TRUE,"Falco peregrinus","Bird"
-122.850076,38.059378,1373824,"Damon Tighe",752,2015-04-05,"02:00:45Z",2015-04-07,"Point Reyes National Seashore, Marin County, US-CA, US",NA,"",2570045,1409,"Callipepla californica","species","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla",2015,4,2,"PORE","Point Reyes","National Seashore",TRUE,"Callipepla californica","Bird"
-122.8557883333,38.0785138333,1373825,"Damon Tighe",752,2015-04-05,"20:58:12Z",2015-04-07,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",2570046,27459,"Batrachoseps attenuatus","species","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps",2015,4,20,"PORE","Point Reyes","National Seashore",TRUE,"Batrachoseps attenuatus","Herp"
-122.850076,38.059378,1373827,"Damon Tighe",752,2015-04-05,"01:10:05Z",2015-04-07,"",NA,"",2570054,9156,"Passerella iliaca","species","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerella",2015,4,1,"PORE","Point Reyes","National Seashore",TRUE,"Passerella iliaca","Bird"
-122.8537616667,38.077675,1373828,"Damon Tighe",752,2015-04-05,"21:01:55Z",2015-04-07,"",NA,"",2570052,46023,"Sciurus griseus","species","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus",2015,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Sciurus griseus","Mammal"
-122.850076,38.059378,1373829,"Damon Tighe",752,2015-04-05,"01:18:58Z",2015-04-07,"",NA,"",2570055,42221,"Odocoileus hemionus columbianus","subspecies","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2015,4,1,"PORE","Point Reyes","National Seashore",TRUE,"Odocoileus hemionus","Mammal"
-122.850076,38.059378,1373830,"Damon Tighe",752,2015-04-05,"02:29:05Z",2015-04-07,"",NA,"",2570056,42076,"Urocyon cinereoargenteus","species","Animalia","Chordata","Mammalia","Carnivora","Canidae","Urocyon",2015,4,2,"PORE","Point Reyes","National Seashore",TRUE,"Urocyon cinereoargenteus","Mammal"
-122.850975,38.0706555,1373831,"Damon Tighe",752,2015-04-05,"20:30:11Z",2015-04-07,"",NA,"",2570996,7576,"Thryomanes bewickii","species","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes",2015,4,20,"PORE","Point Reyes","National Seashore",TRUE,"Thryomanes bewickii","Bird"
-122.9981765747,37.997253418,1376057,"Raul Agrait",6988,2015-04-03,"23:41:20Z",2015-04-13,"",NA,"",2605968,42221,"Odocoileus hemionus columbianus","subspecies","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2015,4,23,"PORE","Point Reyes","National Seashore",TRUE,"Odocoileus hemionus","Mammal"
-123.0127563477,37.9979133606,1376134,"Raul Agrait",6988,2015-04-07,"02:34:03Z",2015-04-08,"",NA,"",2574684,50854,"Iris douglasiana","species","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris",2015,4,2,"PORE","Point Reyes","National Seashore",TRUE,"Iris douglasiana","Plant"
-122.9772063889,37.9942913889,1387480,"paloma",3697,2015-04-11,"19:12:20Z",2015-04-12,"Point Reyes National Seashore, CA, US",NA,"",2599575,53328,"Viola adunca","species","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Violaceae","Viola",2015,4,19,"PORE","Point Reyes","National Seashore",TRUE,"Viola adunca","Plant"
-122.9759830556,37.9939180556,1387482,"paloma",3697,2015-04-11,"19:17:56Z",2015-04-13,"Point Reyes National Seashore, CA, US",NA,"",2602599,53094,"Heracleum maximum","species","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum",2015,4,19,"PORE","Point Reyes","National Seashore",TRUE,"Heracleum maximum","Plant"
-122.9685613889,37.9921380556,1387485,"paloma",3697,2015-04-11,"20:45:49Z",2015-04-12,"Point Reyes National Seashore, CA, US",NA,"",2597713,52821,"Achillea millefolium","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Achillea",2015,4,20,"PORE","Point Reyes","National Seashore",TRUE,"Achillea millefolium","Plant"
-122.9754847222,37.99452,1387487,"paloma",3697,2015-04-11,"21:08:25Z",2015-04-12,"Point Reyes National Seashore, CA, US",NA,"",2597715,60476,"Armeria maritima","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","Armeria",2015,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Armeria maritima","Plant"
-122.974785,37.9943463889,1387488,"paloma",3697,2015-04-11,"21:11:32Z",2015-04-12,"Point Reyes National Seashore, CA, US",NA,"",2597911,60983,"Arabis blepharophylla","species","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabis",2015,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Arabis blepharophylla","Plant"
-122.9745580556,37.99438,1387490,"paloma",3697,2015-04-11,"21:12:08Z",2015-04-12,"Point Reyes National Seashore, CA, US",NA,"",2597721,53195,"Rumex acetosella","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex",2015,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Rumex acetosella","Plant"
-122.9738780556,37.9940513889,1387493,"paloma",3697,2015-04-11,"21:17:51Z",2015-04-12,"Point Reyes National Seashore, CA, US",NA,"",2597905,53170,"Phacelia californica","species","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia",2015,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Phacelia californica","Plant"
-122.9735130556,37.9940563889,1387494,"paloma",3697,2015-04-11,"21:36:24Z",2015-04-12,"Point Reyes National Seashore, CA, US",NA,"",2597726,4626,"Gavia immer","species","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia",2015,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Gavia immer","Bird"
-122.9733763889,37.9941213889,1387496,"paloma",3697,2015-04-11,"21:40:55Z",2015-04-12,"Point Reyes National Seashore, CA, US",NA,"",2597727,4626,"Gavia immer","species","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia",2015,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Gavia immer","Bird"
-122.9632980556,38.0285980556,1387499,"paloma",3697,2015-04-11,"23:25:54Z",2015-04-12,"Point Reyes National Seashore, CA, US",NA,"",2598015,62216,"Potentilla anserina","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla",2015,4,23,"PORE","Point Reyes","National Seashore",TRUE,"Potentilla anserina","Plant"
-122.9642263889,38.0261680556,1387500,"paloma",3697,2015-04-11,"00:13:12Z",2015-04-12,"Point Reyes National Seashore, CA, US",NA,"",2598020,56617,"Ceanothus thyrsiflorus","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus",2015,4,0,"PORE","Point Reyes","National Seashore",TRUE,"Ceanothus thyrsiflorus","Plant"
-122.8705,38.0950166667,1388664,"danielboyes",4123,2014-11-09,"00:22:07Z",2015-04-14,"Tomales Bay State Park, Marin, California, United States",NA,"",2609296,154949,"Hydnellum peckii","species","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Hydnellum",2014,11,0,"PORE","Point Reyes","National Seashore",TRUE,"Hydnellum peckii","Fungi"
-122.760505,37.9989266667,1389133,"Tony Iwane",3,2015-04-12,"16:55:06Z",2015-04-12,"Point Reyes National Seashore, Marin, California, United States",NA,"",2601176,17013,"Sayornis nigricans","species","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis",2015,4,16,"PORE","Point Reyes","National Seashore",TRUE,"Sayornis nigricans","Bird"
-122.7604916667,37.9980033333,1389136,"Tony Iwane",3,2015-04-12,"17:06:56Z",2015-04-12,"Point Reyes National Seashore, Marin, California, United States",NA,"",2601179,7044,"Aythya collaris","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",2015,4,17,"PORE","Point Reyes","National Seashore",TRUE,"Aythya collaris","Bird"
-122.7612983333,37.9977916667,1389137,"Tony Iwane",3,2015-04-12,"17:32:12Z",2015-04-12,"Point Reyes National Seashore, Marin, California, United States",NA,"",2601180,67736,"Rhionaeschna californica","species","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Rhionaeschna",2015,4,17,"PORE","Point Reyes","National Seashore",TRUE,"Rhionaeschna californica","Invertebrate"
-122.7588166667,37.99811,1389165,"Tony Iwane",3,2015-04-12,"16:43:23Z",2015-05-02,"Point Reyes National Seashore, Marin, California, United States",NA,"",2717306,53416,"Lonicera hispidula","species","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2015,4,16,"PORE","Point Reyes","National Seashore",TRUE,"Lonicera hispidula","Plant"
-122.760445,37.99893,1389167,"Tony Iwane",3,2015-04-12,"16:55:41Z",2015-04-12,"Point Reyes National Seashore, Marin, California, United States",NA,"",2601226,7107,"Aix sponsa","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix",2015,4,16,"PORE","Point Reyes","National Seashore",TRUE,"Aix sponsa","Bird"
-122.760515,37.9989633333,1389168,"Tony Iwane",3,2015-04-12,"16:52:34Z",2015-04-12,"Point Reyes National Seashore, Marin, California, United States",NA,"",2601234,6985,"Anas americana","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",2015,4,16,"PORE","Point Reyes","National Seashore",TRUE,"Anas americana","Bird"
-122.760809,37.994861,1389172,"Tony Iwane",3,2015-04-12,"17:24:40Z",2015-04-27,"California, United States",NA,"",2678272,49651,"Cardamine californica","species","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine",2015,4,17,"PORE","Point Reyes","National Seashore",TRUE,"Cardamine californica","Plant"
-122.759987,37.997613,1389173,"Tony Iwane",3,2015-04-12,"17:12:18Z",2015-04-12,"California, United States",NA,"",2601240,67731,"Anax junius","species","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Anax",2015,4,17,"PORE","Point Reyes","National Seashore",TRUE,"Anax junius","Invertebrate"
-122.800503,38.019198,1389342,"Matthew Prebus",1690,2015-03-28,"",2015-04-12,"Point Reyes National Seashore, Bear Valley Trail",30,"",2601610,41976,"Lynx rufus","species","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx",2015,3,NA,"PORE","Point Reyes","National Seashore",TRUE,"Lynx rufus","Mammal"
-122.759987,37.997613,1394109,"danielled83",3620,2015-04-12,"17:08:07Z",2015-04-14,"Point Reyes National Seashore, Marin",5293,"",2613492,67731,"Anax junius","species","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Anax",2015,4,17,"PORE","Point Reyes","National Seashore",TRUE,"Anax junius","Invertebrate"
-122.954596,38.107178,1399106,"Amelia Ryan",3243,2015-04-14,"22:16:35Z",2015-04-17,"Abbotts Lagoon",16,"",2624663,51341,"Limnanthes douglasii douglasii","subspecies","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Limnanthaceae","Limnanthes",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Limnanthes douglasii","Plant"
-122.954242,38.103922,1399107,"Amelia Ryan",3243,2015-04-14,"22:33:41Z",2015-04-17,"Abbotts Lagoon",98,"",2624661,57111,"Luzula comosa","species","Plantae","Magnoliophyta","Liliopsida","Poales","Juncaceae","Luzula",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Luzula comosa","Plant"
-122.954789,38.107929,1399110,"Amelia Ryan",3243,2015-04-14,"22:26:02Z",2015-04-17,"Abbotts Lagoon",21,"",2624684,52618,"Abronia latifolia","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Abronia latifolia","Plant"
-122.954071,38.108339,1399111,"Amelia Ryan",3243,2015-04-14,"22:19:18Z",2015-04-17,"Abbotts Lagoon",67,"",2624694,64158,"Psilocarphus chilensis","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Psilocarphus",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Psilocarphus chilensis","Plant"
-122.99803779,37.99540912,1402243,"Chris Pincetich",461,2015-02-24,"18:07:24Z",2015-04-24,"Point Reyes headlands",19,"",2665907,53359,"Baccharis pilularis","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis",2015,2,18,"PORE","Point Reyes","National Seashore",TRUE,"Baccharis pilularis","Plant"
-122.99516473,37.99578294,1402248,"Chris Pincetich",461,2015-02-24,"18:44:20Z",2015-04-18,"",7,"",2631106,48795,"Sidalcea malviflora","species","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea",2015,2,18,"PORE","Point Reyes","National Seashore",TRUE,"Sidalcea malviflora","Plant"
-122.99467394,37.9953881,1402249,"Chris Pincetich",461,2015-02-24,"19:38:32Z",NA,"Point Reyes National Seashore, Marin County, US-CA, US",6,"",NA,50878,"Erigeron glaucus","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron",2015,2,19,"PORE","Point Reyes","National Seashore",TRUE,"Erigeron glaucus","Plant"
-122.959902,38.081383,1402362,"Claudia Vieira",7559,2015-04-04,"20:01:44Z",2015-04-22,"Point Reyes Natl Seashore, Inverness, CA, US",91,"",2650645,68896,"Romulea rosea","species","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Romulea",2015,4,20,"PORE","Point Reyes","National Seashore",TRUE,"Romulea rosea","Plant"
-122.802241,38.030129,1402365,"Claudia Vieira",7559,2015-03-29,"20:20:52Z",2015-05-25,"Point Reyes Natl Seashore, Point Reyes Station, CA, US",504,"",2892902,51440,"Pituophis catenifer catenifer","subspecies","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis",2015,3,20,"PORE","Point Reyes","National Seashore",TRUE,"Pituophis catenifer","Herp"
-122.917694,38.069442,1402367,"Claudia Vieira",7559,2015-04-12,"21:11:41Z",2015-05-29,"Point Reyes Natl Seashore, Inverness, CA, US",91,"",2928607,47188,"Pachygrapsus crassipes","species","Animalia","Arthropoda","Malacostraca","Decapoda","Grapsidae","Pachygrapsus",2015,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Pachygrapsus crassipes","Invertebrate"
-122.919261,38.06421,1402371,"Claudia Vieira",7559,2015-04-12,"21:42:27Z",2015-04-22,"Point Reyes Natl Seashore, Inverness, CA, US",91,"",2650637,60881,"Lonicera involucrata","species","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2015,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Lonicera involucrata","Plant"
-122.917464,38.069422,1402373,"Claudia Vieira",7559,2015-04-12,"01:19:38Z",2015-04-22,"Point Reyes Natl Seashore, Inverness, CA, US",91,"",2650649,41777,"Lontra canadensis","species","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra",2015,4,1,"PORE","Point Reyes","National Seashore",TRUE,"Lontra canadensis","Mammal"
-122.8366988106,38.0461406364,1408326,"kevinhintsa",4559,2015-04-19,"22:33:16Z",2015-04-20,"California, US",10000,"Coordinate uncertainty increased to 10000m at the request of the observer",2640639,61016,"Lupinus polyphyllus polyphyllus","variety","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Lupinus polyphyllus","Plant"
-122.939244,38.123282,1408362,"kevinhintsa",4559,2015-04-19,"22:26:54Z",2015-04-20,"Point Reyes National Seashore , CA",1083,"",2640725,49651,"Cardamine californica","species","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Cardamine californica","Plant"
-122.8861129178,38.0820954353,1408367,"kevinhintsa",4559,2015-04-19,"22:41:28Z",2015-04-20,"California, US",10000,"Coordinate uncertainty increased to 10000m to protect threatened taxon",2640745,57797,"Gilia millefoliata","species","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Gilia",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Gilia millefoliata","Plant"
-122.939029,38.12318,1408373,"kevinhintsa",4559,2015-04-19,"23:00:26Z",2015-04-21,"Point Reyes National Seashore , CA",541,"",2646508,84438,"Platyprepia virginalis","species","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Platyprepia",2015,4,23,"PORE","Point Reyes","National Seashore",TRUE,"Platyprepia virginalis","Invertebrate"
-122.938943,38.123146,1408375,"kevinhintsa",4559,2015-04-19,"22:55:06Z",2015-04-20,"Point Reyes National Seashore , CA",270,"",2640765,47543,"Rubus spectabilis","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Rubus spectabilis","Plant"
-122.939721,38.123964,1408432,"kevinhintsa",4559,2015-04-19,"22:42:31Z",2016-07-23,"Point Reyes National Seashore , CA",2167,"",7172415,60988,"Cardionema ramosissimum","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cardionema",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Cardionema ramosissimum","Plant"
-122.7307863131,37.9449581427,1408525,"kevinhintsa",4559,2015-04-19,"20:30:57Z",2015-04-20,"California, US",10000,"Coordinate uncertainty increased to 10000m at the request of the observer",2641112,51054,"Calochortus umbellatus","species","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus",2015,4,20,"PORE","Point Reyes","National Seashore",TRUE,"Calochortus umbellatus","Plant"
-122.9707812422,38.0917001622,1410751,"Amelia Ryan",3243,2015-04-20,"01:13:33Z",2015-04-21,"California, US",1186,"Coordinate uncertainty increased to 1186m to protect threatened taxon",2645978,79660,"Camassia quamash breviflora","subspecies","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Camassia",2015,4,1,"PORE","Point Reyes","National Seashore",TRUE,"Camassia quamash","Plant"
-122.954693,38.100843,1410752,"Amelia Ryan",3243,2015-04-20,"22:16:13Z",2015-04-21,"Abbott's Lagoon",464,"",2646283,119789,"Cisseps fulvicollis","species","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cisseps",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Cisseps fulvicollis","Invertebrate"
-122.9068999299,38.1511069637,1410754,"Amelia Ryan",3243,2015-04-20,"22:32:56Z",2015-04-21,"California, US",10000,"Coordinate uncertainty increased to 10000m at the request of the observer",2645993,67016,"Rana draytonii","species","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana",2015,4,22,"PORE","Point Reyes","National Seashore",TRUE,"Rana draytonii","Herp"
-122.954264,38.106444,1410755,"Amelia Ryan",3243,2015-04-20,"01:04:10Z",2015-04-21,"Abbott's Lagoon",351,"",2645984,61041,"Sidalcea malviflora malviflora","subspecies","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea",2015,4,1,"PORE","Point Reyes","National Seashore",TRUE,"Sidalcea malviflora","Plant"
-122.963393,38.195719,1412798,"Claudia Vieira",7559,2015-04-21,"21:27:44Z",NA,"Point Reyes Natl Seashore, Inverness, CA, US",91,"",NA,55410,"Raphanus sativus","species","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus",2015,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Raphanus sativus","Plant"
